id_building,energy_site_eui_post_odcv
PDX_1S2E03BB-1100-B2,15.9
PDX_1S1E04DD-500-B1,51.2
PDX_Campus-14,85.3
PDX_1S1E03CB-1800-B1,27.5
PDX_1S1E04DD-700-B1,27.9
PDX_1S1E03CC-800-B1,36.9
PDX_1S1E03BB-5600-B1,16.1
PDX_Campus-36,34.4
PDX_Campus-53,72.8
PDX_Campus-69,48.2
PDX_Campus-9,107.0
PDX_1N1E18A-100-B12,15.3
PDX_1N1E35AD-8600-B1,92.5
PDX_1N1E34DC-1600-B1,66.4
PDX_1N1E34CC-6200-B1,18.3
PDX_1N1E18A-100-B3,119.4
PDX_Campus-37,26.8
PDX_1S1E10DC-103-B1,135.5
PDX_1S1E03BA-5300-B1,39.4
PDX_1N1E33CA-6300-B1,163.7
PDX_1N2E30DB-1300-B1,38.6
PDX_1N1E34CC-4600-B1,93.6
PDX_1S1E03BB-4300-B3,18.4
PDX_1N1E33DD-4200-B1,28.8
PDX_1S1E03BC-800-B1,29.8
PDX_1N1E34CD-80000-B1,32.1
PDX_1S1E17CC-10600-B1,68.6
PDX_1N1E18A-100-B7,97.2
PDX_1N1E18-100-B1,30.1
PDX_1S1E02BA-101-B1,22.1
PDX_1S1E03AD-1200-B1,113.4
PDX_Campus-28,21.3
PDX_1S1E15BA-300-B1,54.1
PDX_1N1E33DA-5000-B1,4.9
PDX_1N1E14AA-400-B1,23.6
PDX_1N2E30CA-2200-B1,6.8
PDX_1N1E33DA-2200-B2,117.6
PDX_1S2E03BB-700-B1,7.7
PDX_1N2E15D-1100-B1,19.8
PDX_1N1E03CC-800-B1,27.9
PDX_1N1E28DD-400-B1,9.9
PDX_1N1E34BD-2400-B1,24.1
PDX_2N1E34CA-400-B1,18.5
PDX_1N1E16AA-300-B1,31.3
PDX_1S1E03CD-1000-B1,50.4
PDX_1N1E22AA-100-B1,37.9
PDX_1N1E27BB-2400-B1,14.0
PDX_1S1E03BA-4500-B1,7.4
PDX_1S1E02BD-7100-B1,23.7
PDX_1N1E34CD-4100-B1,24.7
PDX_1S1E03AA-4600-B1,17.0
PDX_1N1E34CC-1800-B2,24.1
PDX_1S1E03AA-900-B1,23.4
PDX_1N1E28DD-400-B2,19.8
PDX_1N2E15DA-1001-B1,44.7
PDX_1S1E03BB-2000-B1,31.7
PDX_1N2E15DA-1002-B1,63.2
PDX_1S1E03BC-3100-B1,36.2
PDX_1S1E15BD-3900-B1,41.8
PDX_1N1E34CC-7700-B1,58.6
PDX_1N2E14DC-2800-B1,63.2
PDX_1N1E33AA-3700-B1,168.7
PDX_1S1E03BB-2300-B1,77.0
PDX_1S1E20DD-8000-B1,30.9
PDX_Campus-67,71.6
PDX_1N2E09C-1400-B4,62.4
PDX_1N1E22CC-13200-B1,86.7
PDX_1S1E15BD-200-B1,52.0
PDX_1N2E27CC-7000-B2,54.5
PDX_1N2E16-126-B1,72.1
PDX_1N1E34CD-7400-B1,87.6
PDX_1N2E30CC-12300-B1,86.5
PDX_1N2E14DC-3000-B1,118.8
PDX_1N1E35CA-5800-B1,96.6
PDX_1N1E28CD-2600-B1,269.7
PDX_1S2E04A-90000-B1,97.6
PDX_1N1E03CA-400-B1,166.6
PHL_97278,47.9
PHL_97168,78.4
PHL_96655,49.9
PHL_97550,112.5
PHL_97239,94.2
PHL_96426,49.5
PHL_178704,48.9
PHL_166235,213.1
PHL_96260,36.0
PHL_166324,80.0
PHL_97334,108.0
PHL_98019,87.3
PHL_156800,29.3
PHL_97317,155.9
PHL_166325,42.5
PHL_98199,28.2
PHL_96373,58.4
PHL_96383,51.3
PHL_178699,31.9
PHL_178671,123.1
PHL_96049,42.6
PHL_157896,74.1
PHL_178668,65.1
PHL_96195,41.8
PHL_97987,66.6
PHL_97146,131.4
PHL_96689,142.6
PHL_178724,105.3
PHL_165393,56.7
PHL_96797,47.7
PHL_96463,36.4
PHL_96491,74.5
PHL_96916,48.9
PHL_97180,86.0
PHL_166336,86.4
PHL_166326,55.7
PHL_97292,128.6
PHL_97363,350.1
PHL_96715,59.8
PHL_178655,196.8
PHL_165430,112.7
PHL_96365,49.9
PHL_97058,21.2
PHL_97591,307.0
PHL_165423,784.8
PHL_96824,144.4
PHL_96270,32.8
PHL_96485,58.2
PHL_97395,96.6
PHL_178659,183.3
PHL_97558,128.7
PHL_165489,72.1
PHL_98047,180.2
PHL_166266,40.9
PHL_98160,44.3
PHL_165404,427.5
PHL_165447,158.9
PHL_96971,98.3
PHL_97400,64.0
PHL_96384,47.3
PHL_165468,98.6
PHL_178646,29.0
PHL_166315,45.8
PHL_97072,65.9
PHL_166317,69.6
PHL_97203,27.0
PHL_97027,15.8
PHL_97746,471.6
PHL_98017,87.2
PHL_165424,88.3
PHL_97407,170.4
PHL_165425,89.2
PHL_96853,56.3
PHL_97065,75.2
PHL_96462,53.2
PHL_97133,64.3
PHL_97198,140.8
PHL_178632,76.8
PHL_97150,22.5
PHL_96562,81.2
PHL_97153,80.5
PHL_166323,31.9
PHL_96610,61.5
PHL_165426,1265.1
PHL_97993,2349.9
PHL_166284,33.6
PHL_96208,31.2
PHL_178749,65.2
PHL_96896,88.6
PHL_178651,153.2
PHL_157888,115.9
PHL_95572,81.7
PHL_165444,82.8
PHL_97657,197.7
PHL_97356,10.0
PHL_96241,47.2
PHL_96438,75.7
PHL_96163,37.6
PHL_165458,50.6
PHL_96199,20.1
PHL_165414,61.6
PHL_158090,76.4
PHL_97653,104.5
PHL_157926,91.9
PHL_165408,140.2
PHL_97315,185.4
PHL_96533,57.4
PHL_178697,44.1
PHL_96132,32.4
PHL_96716,92.2
PHL_97128,61.3
PHL_97626,459.3
PHL_97244,116.4
PHL_178711,123.3
PHL_157918,63.6
PHL_178728,42.9
PHL_96264,23.4
PHL_96836,99.2
PHL_113582,155.1
PHL_96788,48.9
PHL_97620,171.4
PHL_97343,51.0
PHL_178712,16.8
PHL_97107,134.7
PHL_96300,37.4
PHL_96683,48.1
PHL_165465,123.6
PHL_96536,56.6
PHL_97466,107.6
PHL_166222,59.0
PHL_165409,879.9
PHL_95686,36.8
PHL_98212,63.2
PHL_178715,76.9
PHL_149885,53.3
PHL_96701,24.8
PHL_116076,334.7
PHL_95804,25.8
PHL_97530,790.1
PHL_179017,55.5
PHL_135543,179.3
PHL_96104,43.5
PHL_97110,88.2
PHL_96033,32.9
PHL_96992,84.8
PHL_97962,97.8
PHL_96680,47.4
PHL_157924,54.0
PHL_178737,26.4
PHL_96950,51.3
PHL_98700,36.2
PHL_166591,56.1
PHL_166268,135.7
PHL_166322,259.9
PHL_165485,204.6
PHL_98021,124.1
PHL_178616,130.0
PHL_97586,60.2
PHL_96839,62.9
PHL_166339,93.4
PHL_116095,18.8
PHL_96234,4.4
PHL_178707,57.6
PHL_95973,28.4
PHL_166230,86.0
PHL_149884,40.7
PHL_96866,91.7
PHL_96130,37.0
PHL_97277,326.0
PHL_96885,16.1
PHL_97166,73.6
PHL_96764,130.6
PHL_97364,133.4
PHL_97429,141.4
PHL_97542,102.4
PHL_97527,22.0
PHL_96787,31.7
PHL_96071,33.7
PHL_179014,79.9
PHL_96201,29.5
PHL_95774,46.5
PHL_95747,26.1
PHL_96773,57.7
PHL_96674,56.0
PHL_97913,20.0
PHL_97803,241.6
PHL_156801,20.6
PHL_97589,144.3
PHL_97596,197.2
PHL_97782,290.1
PHL_96006,8.7
PHL_157922,146.4
PHL_95976,80.1
PHL_97581,243.0
PHL_95960,16.8
PHL_166213,42.6
PHL_96156,17.0
PHL_97310,108.2
PHL_97211,41.3
PHL_97904,95.1
PHL_95815,18.1
PHL_97688,269.7
PHL_166245,85.4
PHL_165398,231.5
PHL_97696,215.1
PHL_156804,50.0
PHL_96872,60.4
PHL_96563,69.6
PHL_165421,121.1
PHL_97368,76.8
PHL_97763,16.7
PHL_96852,33.7
PHL_165471,207.9
PHL_166318,7.9
PHL_97028,25.5
PHL_157905,44.0
PHL_178630,224.7
PHL_166329,181.0
PHL_96404,56.3
PHL_97608,149.5
PHL_166214,30.2
PHL_179013,31.4
PHL_95863,15.0
PHL_178746,49.8
PHL_97804,15.9
PHL_154516,451.5
PHL_97112,132.0
PHL_96244,35.6
PHL_166292,28.4
PHL_97361,87.7
PHL_178734,13.4
PHL_96652,52.3
PHL_96519,202.5
PHL_157968,99.6
PHL_165460,367.5
PHL_178733,64.0
PHL_166300,33.4
PHL_98003,94.3
PHL_149883,40.0
PHL_96909,67.2
PHL_95978,74.9
PHL_165464,162.3
PHL_96679,54.4
PHL_96480,50.2
PHL_96913,61.5
PHL_157912,42.7
PHL_178730,63.3
PHL_148370,13.0
PHL_98117,85.1
PHL_96777,63.0
PHL_116129,44.6
PHL_97457,89.2
PHL_116093,346.5
PHL_139879,179.1
PHL_96261,37.6
PHL_156782,104.6
PHL_156813,5.4
PHL_96525,49.7
PHL_165410,165.1
PHL_96844,73.0
PHL_96828,89.9
PHL_166321,203.4
PHL_165474,51.9
PHL_178743,17.1
PHL_96399,78.5
PHL_178620,47.8
PHL_97577,326.1
PHL_97743,292.8
PHL_157906,34.6
PHL_95765,21.4
PHL_166289,48.9
PHL_97185,108.2
PHL_157940,212.2
PHL_165431,241.8
PHL_157929,128.4
PHL_166634,65.0
PHL_165422,36.8
PHL_165403,193.9
PHL_160631,222.7
PHL_166616,39.3
PHL_166624,14.3
PHL_165394,206.2
PHL_166649,4.5
PHL_161220,73.3
PHL_161618,195.6
PHL_161897,135.0
PHL_98875,43.0
PHL_157936,43.9
PHL_135546,88.1
PHL_135540,71.3
PHL_112143,69.8
PHL_135547,145.5
PHL_140608,46.1
PHL_154518,90.1
PHL_135544,112.8
PHL_144029,175.4
PHL_165419,38.8
PHL_144590,147.8
PHL_143646,234.9
PHL_148283,40.5
PHL_157941,92.1
PHL_165402,253.2
PHL_150827,62.5
PHL_165415,390.9
PHL_166610,63.4
PHL_154520,29.8
PHL_166611,190.5
PHL_157943,66.9
PHL_157948,34.6
PHL_141674,1845.1
PHL_157938,61.7
PHL_157932,54.9
PHL_97984,40.8
PHL_113604,367.3
PHL_135535,41.0
PHL_135531,109.7
PHL_135536,39.8
PHL_166605,22.3
PHL_166340,153.0
PHL_157939,106.9
PHL_158924,141.7
PHL_165467,37.6
PHL_166320,256.7
PHL_166618,63.2
PHL_166627,13.2
PHL_161222,75.3
PHL_166622,16.2
PHL_165420,74.5
PHL_161221,94.1
PHL_178705,41.1
PHL_180558,93.6
PHL_98059,64.4
PHL_97957,129.8
PHL_97631,230.7
PHL_97480,161.4
PHL_178629,238.7
PHL_97337,102.5
PHL_96464,63.1
PHL_158021,92.3
PHL_158027,72.8
PHL_135534,84.6
PHL_166612,5.1
PHL_216061,370.4
PHL_157907,61.6
PHL_215697,94.0
PHL_243928,58.2
PHL_216043,39.1
PHL_96657,52.9
PHL_182622,71.3
PHL_157909,105.9
PHL_246535,255.3
PHL_216135,92.4
PHL_215695,526.5
PHL_96091,189.3
PHL_97226,591.0
PHL_244816,106.5
PHL_216249,24.7
PHL_182648,107.8
PHL_243895,52.2
PHL_165396,149.4
PHL_222043,21.0
PHL_216115,97.2
PHL_98081,48.8
PHL_165412,610.9
PHL_178657,21.6
PHL_215721,39.6
PHL_243891,246.5
PHL_246461,82.3
PHL_246495,33.5
PHL_178689,55.2
PHL_216143,30.2
PHL_215732,110.3
PHL_246486,57.0
PHL_96416,47.6
PHL_182609,181.4
PHL_96838,91.7
PHL_96791,57.3
PHL_216064,56.7
PHL_182617,79.2
PHL_215683,113.7
PHL_97801,155.2
PHL_239285,214.2
PHL_246411,28.5
PHL_96684,61.1
PHL_166291,45.3
PHL_180854,29.1
SD_4,8.2
SD_5,104.3
SD_6,124.6
SD_9,34.3
SD_10,65.6
SD_11,26.3
SD_226,62.9
SD_331,49.9
SD_14,28.6
SD_16,26.2
SD_17,49.9
SD_19,44.5
SD_21,10.5
SD_29,24.9
SD_30,27.5
SD_32,61.4
SD_33,20.6
SD_34,25.3
SD_42,19.8
SD_43,53.3
SD_45,26.2
SD_46,11.1
SD_48,101.2
SD_50,27.2
SD_55,42.2
SD_56,38.7
SD_60,261.4
SD_71,32.0
SD_73,10.9
SD_74,17.7
SD_75,23.2
SD_79,26.6
SD_90,109.8
SD_95,54.2
SD_96,130.4
SD_438,172.1
SD_105,38.5
SD_106,42.9
SD_107,36.2
SD_108,117.6
SD_109,61.0
SD_111,15.4
SD_114,39.6
SD_115,88.0
SD_117,39.7
SD_118,148.3
SD_120,205.9
SD_121,70.8
SD_122,129.9
SD_123,56.6
SD_124,32.8
SD_126,56.2
SD_128,37.8
SD_132,51.5
SD_130,12.5
SD_133,31.2
SD_134,32.0
SD_135,48.3
SD_136,36.6
SD_137,37.6
SD_139,44.9
SD_140,116.0
SD_348,32.8
SD_143,38.8
SD_146,55.5
SD_147,35.7
SD_149,32.8
SD_151,88.8
SD_152,112.7
SD_154,30.8
SD_155,31.4
SD_156,54.2
SD_158,17.0
SD_160,47.3
SD_161,82.3
SD_163,37.1
SD_164,22.4
SD_165,27.5
SD_166,40.1
SD_167,69.0
SD_168,24.8
SD_169,30.7
SD_170,65.3
SD_171,197.2
SD_179,73.4
SD_180,41.0
SD_181,32.7
SD_182,39.9
SD_183,49.2
SD_187,16.6
SD_188,31.6
SD_189,40.2
SD_190,26.3
SD_191,23.6
SD_193,59.3
SD_194,18.4
SD_195,43.1
SD_197,52.3
SD_198,41.7
SD_199,49.1
SD_200,21.6
SD_201,65.8
SD_202,34.5
SD_205,258.3
SD_207,164.5
SD_208,201.8
SD_209,147.5
SD_210,194.7
SD_211,105.7
SD_212,214.1
SD_213,194.3
SD_214,169.7
SD_215,154.0
SD_216,42.9
SD_217,158.7
SD_218,41.6
SD_219,139.9
SD_220,104.9
SD_221,140.6
SD_223,15.2
SD_224,139.1
SD_225,163.6
SD_227,56.6
SD_228,103.5
SD_229,56.8
SD_231,63.9
SD_450,55.2
SD_234,5.7
SD_235,128.1
SD_236,31.8
SD_237,38.8
SD_244,211.5
SD_248,100.9
SD_249,111.8
SD_250,39.5
SD_251,29.0
SD_252,8.6
SD_260,34.7
SD_261,98.4
SD_262,70.7
SD_263,732.5
SD_264,78.4
SD_270,46.1
SD_271,44.2
SD_272,94.8
SD_274,33.1
SD_276,21.5
SD_284,49.3
SD_286,259.8
SD_287,164.4
SD_290,12.7
SD_292,33.7
SD_293,17.7
SD_294,76.9
SD_295,123.8
SD_296,126.3
SD_298,61.4
SD_308,218.6
SD_343,22.8
SD_313,34.2
SD_315,21.1
SD_319,50.2
SD_320,29.9
SD_321,36.5
SD_327,66.1
SD_328,28.5
SD_329,25.9
SD_333,153.3
SD_334,276.3
SD_335,161.5
SD_337,54.3
SD_341,25.4
SD_342,198.5
SD_344,91.1
SD_345,62.2
SD_349,53.5
SD_350,31.3
SD_351,28.9
SD_352,47.5
SD_353,27.0
SD_354,29.6
SD_355,12.1
SD_356,43.7
SD_357,38.1
SD_358,15.9
SD_362,48.3
SD_363,33.2
SD_364,47.1
SD_365,29.5
SD_366,134.3
SD_368,35.7
SD_369,29.7
SD_370,21.3
SD_373,26.3
SD_374,42.1
SD_375,56.6
SD_376,60.6
SD_377,53.9
SD_383,316.6
SD_384,146.1
SD_400,55.0
SD_388,6.6
SD_389,18.9
SD_394,95.5
SD_397,149.9
SD_398,21.8
SD_401,101.1
SD_402,15.8
SD_407,33.5
SD_409,30.1
SD_411,11.2
SD_412,44.7
SD_413,23.0
SD_414,23.7
SD_418,26.4
SD_420,38.5
SD_422,171.0
SD_423,34.5
SD_426,35.6
SD_427,69.6
SD_428,56.9
SD_430,28.1
SD_432,64.4
SD_436,78.2
SD_437,277.1
SD_439,41.0
SD_441,7.2
SD_442,39.4
SD_447,39.1
SD_448,42.8
SD_449,70.6
SD_451,36.0
SD_452,12.6
SD_454,37.3
SEA_659000475,78.1
SEA_659000970,96.5
SEA_660000825,93.4
SEA_660000955,63.2
SEA_939000080,81.3
SEA_942000165,81.2
SEA_942000235,62.3
SEA_942000275,34.7
SEA_942000430,69.6
SEA_942000510,100.6
SEA_942000610,74.8
SEA_660001420,54.0
SEA_660002680,58.3
SEA_825049102,35.3
SEA_925049117,60.1
SEA_925049330,144.0
SEA_22000005,202.6
SEA_570000340,36.1
SEA_1975700200,46.2
SEA_1975700380,18.8
SEA_1975700525,138.5
SEA_1976700010,80.0
SEA_1976700095,73.1
SEA_1991200935,50.6
SEA_1991200940,50.2
SEA_1992200235,53.0
SEA_2249000170,35.7
SEA_2254501944,43.2
SEA_2324039001,124.0
SEA_2426039059,106.0
SEA_2467400430,50.7
SEA_1979200290,112.3
SEA_1983200325,36.8
SEA_1984200065,63.9
SEA_1985200003,66.4
SEA_1985200305,158.6
SEA_1986200410,40.5
SEA_1988200440,70.1
SEA_1988200700,47.2
SEA_1988200705,28.1
SEA_1988201155,46.2
SEA_1989200850,56.6
SEA_1989201125,55.5
SEA_1498303116,43.4
SEA_1797500625,80.8
SEA_1972204390,52.2
SEA_1974600035,30.7
SEA_1974700025,61.8
SEA_2767703875,159.5
SEA_5247802715,22.2
SEA_5458300285,45.6
SEA_6003001130,301.8
SEA_6171900005,41.3
SEA_6418100005,72.3
SEA_7378600265,18.9
SEA_7443000070,60.7
SEA_2982800005,210.2
SEA_3026049024,61.2
SEA_3226049021,53.1
SEA_3466800065,12.4
SEA_3624039009,127.2
SEA_4088802955,67.5
SEA_4088803210,110.5
SEA_4088803586,61.5
SEA_4310701070,74.8
SEA_4468400005,57.7
SEA_5247800030,19.5
SEA_7666206483,52.8
SEA_7666206720,74.3
SEA_7666207830,94.2
SEA_7883608601,142.1
SEA_6792120000,55.0
SEA_7942600331,182.1
SEA_8590900220,98.7
SEA_8592900105,88.6
SEA_8822900465,46.2
SEA_2141290000,31.0
SEA_7666202190,133.9
SEA_7666202325,145.3
SEA_7666202345,86.4
SEA_7666202495,142.9
SEA_7666202580,23.9
SEA_656000005,86.1
SEA_656000045,41.5
SEA_656000480,37.9
SEA_9301500000,30.9
SEA_659000070,50.4
SEA_659000165,38.9
SEA_659000235,28.8
SEA_659000365,33.7
SEA_659000385,27.8
SEA_659000555,48.8
SEA_659000750,18.5
SEA_660000080,39.1
SEA_660000650,34.6
SEA_660001135,24.6
SEA_939000130,20.7
SEA_939000150,37.0
SEA_939000260,22.7
SEA_939000335,18.5
SEA_939000355,68.1
SEA_939000435,19.5
SEA_939000475,28.0
SEA_942000025,37.1
SEA_942000030,30.4
SEA_942000045,186.0
SEA_942000050,30.6
SEA_942000140,45.9
SEA_942000300,44.6
SEA_942000345,25.7
SEA_942000365,53.3
SEA_942000550,32.9
SEA_942000720,25.8
SEA_942000810,57.9
SEA_942001105,33.2
SEA_942001150,45.1
SEA_1142000075,49.1
SEA_1142000280,42.9
SEA_1142000500,70.7
SEA_1142000530,31.9
SEA_660002054,28.0
SEA_660002381,38.0
SEA_660002410,28.2
SEA_694000205,29.1
SEA_695000135,189.2
SEA_695000335,25.1
SEA_696000175,44.5
SEA_697000064,33.7
SEA_698000040,139.4
SEA_767000060,168.4
SEA_939000025,46.9
SEA_939000060,40.4
SEA_2400002,47.8
SEA_7137830040,48.4
SEA_7137830000,75.0
SEA_3600052,24.9
SEA_209000050,66.2
SEA_1974700120,30.8
SEA_1974700175,32.9
SEA_1975700025,94.5
SEA_1975700095,35.2
SEA_1975700115,22.7
SEA_1975700125,25.8
SEA_1975700160,23.9
SEA_1975700235,18.6
SEA_1975700240,30.5
SEA_1975700255,86.6
SEA_1975700305,32.5
SEA_1975700330,12.1
SEA_1975700340,18.3
SEA_1975700345,50.5
SEA_1975700390,46.1
SEA_1975700465,41.2
SEA_1975700580,42.2
SEA_1976700125,29.8
SEA_1976700155,23.1
SEA_1976700185,42.8
SEA_1977200135,34.1
SEA_1977200187,38.4
SEA_1977200740,64.3
SEA_1977200920,32.9
SEA_1977201245,60.5
SEA_1977201315,25.8
SEA_1978200280,76.8
SEA_1978200625,69.1
SEA_1992200170,19.7
SEA_2107700210,123.9
SEA_2163901080,38.5
SEA_2249000245,14.8
SEA_2264501110,279.5
SEA_2434900010,64.0
SEA_2434900020,44.0
SEA_2434900030,47.9
SEA_2434900100,60.6
SEA_2444600005,45.2
SEA_2617650020,135.6
SEA_2693100010,128.9
SEA_1979200225,186.2
SEA_1982202070,82.5
SEA_1983200150,33.5
SEA_1983200245,55.9
SEA_1983200585,33.0
SEA_1984200135,56.7
SEA_1984200185,58.4
SEA_1986200135,161.4
SEA_1986200185,33.6
SEA_1986200215,32.5
SEA_1988200060,56.3
SEA_1988201485,144.5
SEA_1989200615,26.2
SEA_1989200720,31.6
SEA_1989200740,34.7
SEA_1989201010,9.0
SEA_1989201020,30.4
SEA_1145000200,149.1
SEA_1145000310,116.4
SEA_1453601660,94.1
SEA_1824049003,150.4
SEA_1824049020,29.0
SEA_1925049022,121.7
SEA_1926049033,49.9
SEA_1926049371,109.9
SEA_1972203220,34.1
SEA_1972206507,48.7
SEA_1973200385,51.1
SEA_1973200387,21.5
SEA_2738100010,7.2
SEA_2738100425,22.9
SEA_2767701055,43.9
SEA_2768303190,101.4
SEA_5247801292,22.6
SEA_5335200380,63.4
SEA_5367204756,29.8
SEA_5457801420,37.5
SEA_6003500510,51.4
SEA_6632300290,124.8
SEA_6847700105,41.1
SEA_6849700145,28.0
SEA_7132300370,27.8
SEA_7174800132,68.9
SEA_7234600985,102.2
SEA_2829600110,48.1
SEA_2902201000,62.7
SEA_2925049094,52.1
SEA_2925049098,30.6
SEA_2926049277,75.8
SEA_2926049490,41.9
SEA_3025049001,34.8
SEA_3026049051,53.8
SEA_3026049142,55.3
SEA_3383900230,213.7
SEA_3481800010,34.2
SEA_3573700330,35.4
SEA_3573700410,23.4
SEA_3879902265,36.2
SEA_4088803725,41.3
SEA_4088803750,46.9
SEA_5087400030,190.0
SEA_5247800200,35.4
SEA_5247800255,15.0
SEA_5247800280,12.3
SEA_5247800300,8.1
SEA_5247800320,20.5
SEA_5247800555,34.3
SEA_5247800755,36.0
SEA_5247800900,51.4
SEA_5247801045,33.7
SEA_5247801160,24.1
SEA_7666205335,36.8
SEA_7666206640,17.5
SEA_7666206676,15.4
SEA_7666206690,17.4
SEA_7666206851,44.8
SEA_7666206871,22.5
SEA_7666206900,44.7
SEA_7666206966,131.0
SEA_7666207045,77.8
SEA_7666207195,22.4
SEA_7666207295,43.0
SEA_7669800045,36.5
SEA_7733600055,49.7
SEA_7863500020,124.6
SEA_7881500200,33.7
SEA_7886100495,50.6
SEA_8725990000,93.6
SEA_8809700020,39.0
SEA_9184500000,27.3
SEA_1975700220,35.5
SEA_6108450000,62.9
SEA_7942600570,87.5
SEA_7985400295,45.2
SEA_8590400395,70.3
SEA_8590900185,130.7
SEA_8590901010,67.6
SEA_8591400005,36.2
SEA_8591400075,33.4
SEA_8592900345,15.9
SEA_8807900360,19.1
SEA_9834201515,145.9
SEA_2643700000,76.2
SEA_5161000000,152.3
SEA_5342900030,23.0
SEA_6385300000,34.1
SEA_6780950000,9.5
SEA_7015350000,25.4
SEA_7952000000,30.2
SEA_7666201460,183.2
SEA_7666201690,8.4
SEA_7666201740,22.0
SEA_7666202133,21.5
SEA_7666202220,26.3
SEA_7666202240,36.7
SEA_7666202295,32.7
SEA_7666202320,77.9
SEA_7666202477,26.5
SEA_7666202515,17.9
SEA_7666202525,14.2
SEA_7666202565,26.2
SEA_7666202570,22.5
SEA_7666203240,48.3
SEA_7666203300,80.0
SEA_7666204225,48.2
SEA_9231900160,115.4
SEA_2768302690,72.7
SEA_1973200389,30.2
SEA_1972206514,77.6
SEA_2163901105,138.0
SEA_1989200750,30.2
SEA_7666202292,77.0
SEA_656000410,30.4
SEA_660001255,26.0
SEA_697000235,35.7
SEA_659000930,42.4
SEA_659000305,39.8
SEA_659000085,42.7
SEA_1977200280,60.3
SEA_6003500460,55.5
SEA_1117080020,28.0
SEA_1975700485,14.8
SEA_7666202405,34.5
SEA_1975200005,36.7
SEA_939000485,32.2
SEA_7666202480,26.5
SEA_939000240,6.5
SEA_939000230,26.3
SEA_942000470,24.4
SEA_942000590,30.2
SEA_942000640,38.5
SEA_7666206830,29.5
SEA_942000920,36.0
SEA_5247800795,34.9
SEA_7666206440,49.3
SEA_3573700320,47.0
SEA_5367200610,26.3
SEA_3624039166,71.8
SEA_5260300005,97.7
SEA_2926049109,62.4
SEA_5247800865,13.9
SEA_5247800735,53.7
SEA_1824049060,62.9
SEA_8807900130,41.6
SEA_942001155,24.1
SEA_925049346,179.3
SEA_1978201096,86.9
SEA_1992200425,38.7
SEA_2434900150,37.3
SEA_1978201320,98.6
SEA_5457800400,75.9
SEA_3026049093,59.4
SEA_7666205235,46.3
SEA_7942600330,60.3
SEA_2738100620,64.6
SEA_8590900805,54.2
SEA_7666207095,111.8
SEA_2767703955,39.4
SEA_424049024,82.8
SEA_1800033,39.7
SEA_7600192,40.7
SEA_524049003,37.8
SEA_653000160,63.7
SEA_653000385,55.1
SEA_654000008,35.3
SEA_164000005,19.1
SEA_246300000,26.5
SEA_925049426,34.8
SEA_939000235,45.5
SEA_939000300,19.4
SEA_654000330,26.2
SEA_656000290,58.6
SEA_659000400,42.9
SEA_696000025,56.3
SEA_659000710,93.3
SEA_659001020,15.7
SEA_660000435,65.5
SEA_660001305,18.6
SEA_1125039068,50.2
SEA_4088801740,76.8
SEA_1624049040,61.9
SEA_1327300004,47.0
SEA_939000515,34.9
SEA_939000530,20.5
SEA_942000120,37.6
SEA_942000255,70.7
SEA_952007370,73.1
SEA_1486300005,34.5
SEA_1493600000,32.3
SEA_1498302245,19.4
SEA_1498302455,37.7
SEA_1498303300,63.0
SEA_1794501150,51.0
SEA_1824049012,18.6
SEA_1959700075,21.6
SEA_1959701285,35.8
SEA_1959701300,31.6
SEA_1825049072,42.3
SEA_1865400030,245.8
SEA_1704900435,143.3
SEA_1722800285,27.9
SEA_1722800585,30.6
SEA_1722801079,36.4
SEA_1722801080,32.4
SEA_1972201005,27.4
SEA_1977201070,9.0
SEA_1977201135,22.0
SEA_1977201140,40.1
SEA_1977201181,49.4
SEA_1978200285,50.8
SEA_1978200290,68.2
SEA_1972202680,31.1
SEA_1972202940,41.1
SEA_1972203160,33.1
SEA_1972203435,39.6
SEA_1972204025,77.9
SEA_1972206360,31.7
SEA_1972206435,51.4
SEA_1972206512,30.6
SEA_1972206650,44.7
SEA_1972206670,32.5
SEA_1926049122,65.4
SEA_1926049190,41.9
SEA_1926049335,46.6
SEA_1977200720,29.8
SEA_1977200855,26.9
SEA_1988201370,14.6
SEA_1989200945,35.7
SEA_1973200006,14.6
SEA_1974700170,28.0
SEA_1975700155,28.5
SEA_1975700195,25.0
SEA_1975700275,20.4
SEA_1978200320,146.8
SEA_1978201435,55.8
SEA_1979200050,22.2
SEA_1982201065,116.7
SEA_1983200005,34.0
SEA_1983200290,52.9
SEA_1983200350,35.5
SEA_1984200105,114.1
SEA_1984200280,38.5
SEA_1985200140,83.8
SEA_1985200495,155.1
SEA_1985200550,52.7
SEA_1986200070,34.1
SEA_1986200245,44.9
SEA_1986200255,144.5
SEA_1988200250,20.2
SEA_1975700560,23.1
SEA_1975700605,25.0
SEA_1976200105,123.7
SEA_1976200230,221.9
SEA_1976200300,59.7
SEA_1977200245,19.2
SEA_1977200420,35.5
SEA_1977200425,129.6
SEA_1977200605,45.9
SEA_2025049030,62.7
SEA_2025049040,57.2
SEA_241700020,39.6
SEA_1991200705,21.7
SEA_1992200400,36.7
SEA_2224049035,7.5
SEA_2468400005,56.2
SEA_2516000050,23.1
SEA_2434900130,47.3
SEA_2436201055,41.8
SEA_2254500404,56.2
SEA_2254500880,54.1
SEA_2724049127,240.3
SEA_2738100610,29.1
SEA_2768300240,234.2
SEA_2768301991,34.3
SEA_2767704040,107.6
