portfolio_idx,id_building,loc_address,leed_project_url,extracted_name
11245,DC_5473934,"1200 S St NW, Washington, DC, 20009",https://www.usgbc.org/projects/garrison-elementary-school,Garrison Elementary School
11246,DC_5473946,"2525 17th St NW, Washington, DC, 20009",https://www.usgbc.org/projects/hd-cooke-elementary-school,Hd Cooke Elementary School
11247,DC_5473952,"5500 Eads St NE, Washington, DC, 20019",https://www.usgbc.org/projects/hd-woodson-high-school,Hd Woodson High School
11262,DC_5474194,"3950 37th St NW, Washington, DC, 20008",https://www.usgbc.org/projects/phoebe-hearst-elementary-school,Phoebe Hearst Elementary School
11265,DC_5474289,"1700 Q St SE, Washington, DC, 20020",https://www.usgbc.org/projects/kramer-middle-school,Kramer Middle School
11271,DC_5474327,"4430 Newark St NW, Washington, DC, 20016",https://www.usgbc.org/projects/horace-mann-elementary-school,Horace Mann Elementary School
11274,DC_5474347,"1250 Constitution Ave NE, Washington, DC, 20002",https://www.usgbc.org/projects/maury-elementary-school,Maury Elementary School
11275,DC_5474372,"2400 Shannon Pl SE, Washington, DC, 20020",https://www.usgbc.org/projects/savoy-elementary-school,Savoy Elementary School
11281,DC_5474417,"4800 Meade St NE, Washington, DC, 20019",https://www.usgbc.org/projects/ron-brown-high-school,Ron Brown High School
11282,DC_5474424,"4301 13th St NW, Washington, DC, 20011",https://www.usgbc.org/projects/roosevelt-high-school,Roosevelt High School
11298,DC_5474584,"915 Spring Rd NW, Washington, DC, 20010",https://www.usgbc.org/projects/raymond-recreation-center-0,Raymond Recreation Center
11301,DC_5474611,"1444 Irving St NW, Washington, DC, 20010",https://www.usgbc.org/projects/la-casa,La Casa
11305,DC_5474658,"3375 Minnesota Ave SE, Washington, DC, 20019",https://www.usgbc.org/projects/dcps-kimball-elementary-school,Dcps Kimball Elementary School
11309,DC_5474698,"7800 14th St NW, Washington, DC, 20012",https://www.usgbc.org/projects/shepherd-elementary-school,Shepherd Elementary School
11312,DC_5474749,"2745 Naylor Rd SE, Washington, DC, 20020",https://www.usgbc.org/projects/dgs-stanton-elementary-expansion,Dgs Stanton Elementary Expansion
11313,DC_5474755,"4001 Calvert St NW, Washington, DC, 20007",https://www.usgbc.org/projects/stoddert-elementary-school,Stoddert Elementary School
11314,DC_5474761,"410 E St NE, Washington, DC, 20002",https://www.usgbc.org/projects/stuart-hobson-middle-school,Stuart Hobson Middle School
11318,DC_5474803,"3219 O St NW, Washington, DC, 20007",https://www.usgbc.org/projects/hyde-addison-es-addition,Hyde Addison Es Addition
11320,DC_5474815,"4130 Albemarle St NW, Washington, DC, 20016",https://www.usgbc.org/projects/janney-elementary-school-modernization,Janney Elementary School Modernization
11321,DC_5474820,"801 7th St SW, Washington, DC, 20024",https://www.usgbc.org/projects/jefferson-academy-middle-school,Jefferson Academy Middle School
11330,DC_5474929,"151 T St NE, Washington, DC, 20002",https://www.usgbc.org/projects/mckinley-middle-school,Mckinley Middle School
11336,DC_5474982,"1299 Neal St NE, Washington, DC, 20002",https://www.usgbc.org/projects/wheatley-cole,Wheatley Cole
11346,DC_5475106,"1667 K St NW, Washington, DC 20006",https://www.usgbc.org/projects/1667-k-street-nw-0,1667 K Street Nw
11347,DC_5475110,"1300 New York Ave NW, Washington, DC 20577",https://www.usgbc.org/projects/inter-american-dev-bank-1300-ny-ave,Inter American Dev Bank 1300 Ny Ave
11351,DC_5475137,"1627 I St NW, Washington, DC 20006",https://www.usgbc.org/projects/army-navy-club-building,Army Navy Club Building
11357,DC_5475187,"429 Pennsylvania Ave NW, Washington, DC, 20001",https://www.usgbc.org/projects/embassy-canada-washington-dc,Embassy Canada Washington Dc
11366,DC_5475226,"1 M St SE, Washington, DC 20003",https://www.usgbc.org/projects/1210-van-st,1210 Van St
11371,DC_5475275,"1233 1st St SE, Washington, DC, 20003",https://www.usgbc.org/projects/residence-inn-capitol-hillnavy-yard-0,Residence Inn Capitol Hillnavy Yard
11373,DC_5475293,"1100 New York Ave NW, Washington, DC 20005",https://www.usgbc.org/projects/manulife-dc-1100-ny-ave,Manulife Dc 1100 Ny Ave
11376,DC_5475308,"1400 L St NW, Washington, DC 20005",https://www.usgbc.org/projects/1400-l-street,1400 L Street
11382,DC_5475397,"1110 Vermont Ave NW, Washington, DC, 20005",https://www.usgbc.org/projects/1110-vermont-ave-recertification,1110 Vermont Ave
11386,DC_5475427,"1100 L St NW, Washington, DC 20005",https://www.usgbc.org/projects/1100-l-st-renovations-1-2-3-7-12,1100 L St Renovations 1 2 3 7
11387,DC_5475440,"1425 K St NW, Washington, DC 20005",https://www.usgbc.org/projects/1425-k-street-nw,1425 K Street Nw
11393,DC_5475511,"2100 K St NW, Washington, DC 20427",https://www.usgbc.org/projects/2100-k-street-nw,2100 K Street Nw
11394,DC_5475539,"1850 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/1850-m-street,1850 M Street
11396,DC_5475551,"1900 K St NW, Washington, DC 20006",https://www.usgbc.org/projects/1900-k-street-0,1900 K Street
11397,DC_5475555,"730 15th St NW, Washington, DC 20005",https://www.usgbc.org/projects/us-trust-relocation,Us Trust Relocation
11409,DC_5475701,"1800 Massachusetts Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1800-massachusetts-ave-recertification,1800 Massachusetts Ave
11422,DC_5475822,"899 North Capitol St NE, Washington, DC 20002",https://www.usgbc.org/projects/save-children,Save Children
11423,DC_5475824,"2501 M St NW, Washington, DC, 20037",https://www.usgbc.org/projects/2501-m-street-nw,2501 M Street Nw
11429,DC_5475881,"1350 I St NW, Washington, DC, 20005",https://www.usgbc.org/projects/1350-i-street-nw-0,1350 I Street Nw
11433,DC_5475919,"110, 750 First St NE, Washington, DC 20002",https://www.usgbc.org/projects/750-first-street,750 First Street
11436,DC_5475951,"1101 14th St NW, Washington, DC 20005",https://www.usgbc.org/projects/alta,Alta
11437,DC_5475957,"1015 15th St NW, Washington, DC, 20005",https://www.usgbc.org/projects/1015-15th-street,1015 15Th Street
11441,DC_5475996,"1901 Pennsylvania Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/1901-suite-601,1901 Suite
11447,DC_5476055,"1101 K St NW, Washington, DC, 20005",https://www.usgbc.org/projects/1101-k-street,1101 K Street
11448,DC_5476062,"20 Massachusetts Ave NW, Washington, DC, 20001",https://www.usgbc.org/projects/20-massachusetts-avenue,20 Massachusetts Avenue
11451,DC_5476090,"1730 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/1150-17th-street,1150 17Th Street
11459,DC_5476239,"1750 Pennsylvania Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/aol-public-policyhuffington-post,Aol Public Policyhuffington Post
11468,DC_5476359,"2601 Virginia Ave NW, Washington, DC 20037",https://www.usgbc.org/projects/2601-virginia-avenue-nw-boathouse,2601 Virginia Avenue Nw Boathouse
11487,DC_5476641,"1121 14th St NW, Washington, DC 20005",https://www.usgbc.org/projects/society-neuroscience-headquarters,Society Neuroscience Headquarters
11488,DC_5476654,"20 M St SE, Washington, DC 20003",https://www.usgbc.org/projects/bureau-land-management-expansion,Bureau Land Management Expansion
11492,DC_5476718,"1875 Connecticut Ave NW, Washington, DC 20009",https://www.usgbc.org/projects/universal-north,Universal North
11493,DC_5476729,"2099 Pennsylvania Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/ropes-gray-llp-dc,Ropes Gray Llp Dc
11506,DC_5476919,"1330 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/steptoe-johnson-llp,Steptoe Johnson Llp
11511,DC_5476975,"1000 F St NW, Washington, DC 20004",https://www.usgbc.org/projects/1000-f-street-0,1000 F Street
11517,DC_5476997,"1015 31st St NW, Washington, DC, 20007",https://www.usgbc.org/projects/hickok-cole-architect-4th-floor-renovati,Hickok Cole Architect 4Th Floor Renovati
11538,DC_5477482,"777 6th St NW, Washington, DC, 20001",https://www.usgbc.org/projects/national-parks-conservation-association,National Parks Conservation Association
11551,DC_5477628,"1220 19th St NW, Washington, DC 20036",https://www.usgbc.org/projects/1220-19th-street,1220 19Th Street
11552,DC_5477636,"1776 G St NW, Washington, DC 20006",https://www.usgbc.org/projects/goodwill-excel-public-charter-school,Goodwill Excel Public Charter School
11556,DC_5477707,"1771 N St NW, Washington, DC, 20036",https://www.usgbc.org/projects/1771-n-street-nw,1771 N Street Nw
11568,DC_5477908,"1800 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/segal-company,Segal Company
11572,DC_5477991,"1201 Maryland Ave SW, Washington, DC 20024",https://www.usgbc.org/projects/portals-iii-doe,Portals IIi Doe
11579,DC_5478073,"2020 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/2020-m-street,2020 M Street
11582,DC_5478096,"701 18th St NW, Washington, DC 20006",https://www.usgbc.org/projects/j-building-1,J Building
11583,DC_5478109,"EAB, 2445 M St NW, Washington, DC 20037",https://www.usgbc.org/projects/advisory-board-company-dc-second-floor,Advisory Board Company Dc Second Floor
11584,DC_5478127,"1775 Pennsylvania Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/unfcu,Unfcu
11590,DC_5478201,"1201 F St NW, Washington, DC, 20004",https://www.usgbc.org/projects/nuclear-energy-institute-nei,Nuclear Energy Institute Nei
11591,DC_5478215,"1133 15th St NW, Washington, DC, 20005",https://www.usgbc.org/projects/1133-15th-street-nw,1133 15Th Street Nw
11592,DC_5478220,"1129 20th St NW, Washington, DC, 20036",https://www.usgbc.org/projects/nusta-spa,Nusta Spa
11593,DC_5478230,"1776 I St NW, Washington, DC, 20006",https://www.usgbc.org/projects/transwestern-2000k-street-nw,Transwestern 2000K Street Nw
11596,DC_5478270,"1150 17th St NW, Washington, DC 20036",https://www.usgbc.org/projects/1730-m-street,1730 M Street
11597,DC_5478281,"601 Pennsylvania Ave NW, Washington, DC, 20004",https://www.usgbc.org/projects/intuit-dc,Intuit Dc
11604,DC_5478365,"2000 M St NW, Washington, DC 20036",https://www.usgbc.org/projects/2000-m-street-0,2000 M Street
11609,DC_5478403,"1015 Half St SE, Washington, DC, 20003",https://www.usgbc.org/projects/1015-half-street,1015 Half Street
11610,DC_5478420,"1145 19th St NW, Washington, DC 20036",https://www.usgbc.org/projects/1145-19th-street,1145 19Th Street
11617,DC_5478510,"801 9th St NW, Washington, DC 20001",https://www.usgbc.org/projects/united-states-mint-building-recert,United States Mint Building Recert
11642,DC_5478771,"250 M St SE, Washington, DC 20003",https://www.usgbc.org/projects/250-m-street-canal-park,250 M Street Canal Park
11657,DC_5479134,"1129 20th St NW, Washington, DC 20036",https://www.usgbc.org/projects/nais,Nais
11669,DC_5479396,"1300 19th St NW, Washington, DC 20036",https://www.usgbc.org/projects/1300-19th-st-recertification,1300 19Th St
11691,DC_5479596,"2100 Pennsylvania Ave NW, Washington, DC 20037",https://www.usgbc.org/projects/2100-pennsylvania-ave-nw,2100 Pennsylvania Ave Nw
11699,DC_5479645,"1722 I St NW, Washington, DC, 20006",https://www.usgbc.org/projects/arizona-state-university-foundation,Arizona State University Foundation
11700,DC_5479648,"885 Barnaby St SE, Washington, DC 20032",https://www.usgbc.org/projects/early-childhood-academy-pcs,Early Childhood Academy Pcs
11704,DC_5479708,"3040 M St NW, Washington, DC, 20007",https://www.usgbc.org/projects/nike-fieldhouse-store-georgetown,Nike Fieldhouse Store Georgetown
11705,DC_5479718,"1222 22nd St NW, Washington, DC 20037",https://www.usgbc.org/projects/dc-2020,Dc
11716,DC_5479814,"1409 V St SE, Washington, DC 20020",https://www.usgbc.org/projects/dc-prep-anacostia-elementary-campus,Dc Prep Anacostia Elementary Campus
11720,DC_5479863,"400 E St SW, Washington, DC, 20024",https://www.usgbc.org/projects/400-e-st-and-501-4th-st,400 E St And 501 4Th St
11722,DC_5479879,"925 13th St NW, Washington, DC, 20005",https://www.usgbc.org/projects/planet-word,Planet Word
11743,DC_5480152,"601 E St NW, Washington, DC 20004",https://www.usgbc.org/projects/aarp,Aarp
11746,DC_5480211,"450 H St NW, Washington, DC 20001",https://www.usgbc.org/projects/450-h-street,450 H Street
11752,DC_5480324,"1701 14th St NW, Washington, DC, 20009",https://www.usgbc.org/projects/1701-14th-street,1701 14Th Street
11766,DC_5480556,"1310 L St NW, Washington, DC, 20005",https://www.usgbc.org/projects/american-association-university-women,American Association University Women
11774,DC_5480612,"1922 F St NW, Washington, DC 20052",https://www.usgbc.org/projects/1922-f-st-nw,1922 F St Nw
11776,DC_5480651,"1445 New York Ave NW, Washington, DC, 20005",https://www.usgbc.org/projects/suntrust-dc-1445-ny-ave-nw,Suntrust Dc 1445 Ny Ave Nw
11778,DC_5480697,"1625 Massachusetts Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1625-massachusetts-avenue,1625 Massachusetts Avenue
11787,DC_5480773,"600 Thirteenth Street, 600 13th St NW, Washington, DC 20005",https://www.usgbc.org/projects/pwc-wdc,Pwc Wdc
11789,DC_5480793,"1899 Pennsylvania Ave NW, Washington, DC, 20006",https://www.usgbc.org/projects/1899-pennsylvania-ave-recertification,1899 Pennsylvania Ave
11798,DC_5480884,"1050 17th St NW, Washington, DC 20036",https://www.usgbc.org/projects/1050-17th-street-nw,1050 17Th Street Nw
11799,DC_5480896,"1814 N St NW, Washington, DC 20036",https://www.usgbc.org/projects/1818-n-street-recertification,1818 N Street
11800,DC_5480908,"1050 K St NW, Washington, DC 20001",https://www.usgbc.org/projects/1050-k-street-0,1050 K Street
11803,DC_5480941,"2175 K St NW, Washington, DC, 20037",https://www.usgbc.org/projects/2175-k-st-recertification,2175 K St
11804,DC_5480954,"1501 M St NW, Washington, DC 20005",https://www.usgbc.org/projects/1501-m-street,1501 M Street
11807,DC_5480995,"1990 K St NW, Washington, DC, 20006",https://www.usgbc.org/projects/consumer-financial-protection-bureau-0,Consumer Financial Protection Bureau
11829,DC_5481147,"1515 New York Ave NE, Washington, DC 20002",https://www.usgbc.org/projects/1515-new-york-avenue,1515 New York Avenue
11836,DC_5481192,"2000 Florida Ave NW, Washington, DC, 20009",https://www.usgbc.org/projects/american-geophysical-union,American Geophysical Union
11845,DC_5481253,"200 Douglas St NE, Washington, DC, 20002",https://www.usgbc.org/projects/shaed-incubator-facility-0,Shaed Incubator Facility
11853,DC_5481416,"80 M St SE, Washington, DC 20003",https://www.usgbc.org/projects/80-m-street-se-floors-7-10-cpt,80 M Street Se Floors 7 10 Cpt
11861,DC_5481556,"1441 L St NW, Washington, DC 20005",https://www.usgbc.org/projects/1441-l-street,1441 L Street
11867,DC_5481591,"69 Q St SW, Washington, DC 20024",https://www.usgbc.org/projects/cambria-q,Cambria Q
11870,DC_5481652,"1432 K St NW, Washington, DC 20533",https://www.usgbc.org/projects/sdc-washington-office,Sdc Washington Office
11873,DC_5481687,"1999 K St NW, Washington, DC 20006",https://www.usgbc.org/projects/1999-k-street,1999 K Street
11876,DC_5481732,"PNC Bank Building, 800 17th St NW, Washington, DC 20006",https://www.usgbc.org/projects/analysis-group-interiors,Analysis Group Interiors
11881,DC_5481800,"700 B 2nd St NE, Washington, DC 20002",https://www.usgbc.org/projects/station-place-3,Station Place
11883,DC_5481813,"650 Massachusetts Ave NW, Washington, DC 20001",https://www.usgbc.org/projects/650-massachusetts-avenue-0,650 Massachusetts Avenue
11886,DC_5481860,"1113 I St NW, Washington, DC, 20005",https://www.usgbc.org/projects/ey-dc,Ey Dc
11887,DC_5481924,"901 E St NW, Washington, DC 20004",https://www.usgbc.org/projects/pew-charitable-trusts-901-e-street,Pew Charitable Trusts 901 E Street
11890,DC_5481957,"90 K St NE, Washington, DC 20002",https://www.usgbc.org/projects/nigcblm,Nigcblm
11900,DC_5482126,"1722 I St NW, Washington, DC 20006",https://www.usgbc.org/projects/capitol-quarter-58,Capitol Quarter
11905,DC_5482211,"455 Massachusetts Ave NW, Washington, DC 20001",https://www.usgbc.org/projects/455-massachusetts-avenue-nw,455 Massachusetts Avenue Nw
11906,DC_5482221,"1227 25th St NW, Washington, DC 20037",https://www.usgbc.org/projects/epstein-becker-green,Epstein Becker Green
11910,DC_5482260,"1133 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1133-connecticut-ave-recertification,1133 Connecticut Ave
11916,DC_5482342,"1509 16th St NW, Washington, DC 20036",https://www.usgbc.org/projects/makeoffices-1509-16th-street-nw,Makeoffices 1509 16Th Street Nw
11922,DC_5482471,"2021 L St NW, Washington, DC 20036",https://www.usgbc.org/projects/american-society-hematology,American Society Hematology
11923,DC_5482472,"1140 Connecticut Ave NW, Washington, DC, 20036",https://www.usgbc.org/projects/1140-connecticut-ave,1140 Connecticut Ave
11931,DC_5482604,"3100 14th St NW, Washington, DC 20010",https://www.usgbc.org/projects/03400-dc-usa,03400 Dc Usa
11942,DC_5482745,"2201 M St NW, Washington, DC, 20037",https://www.usgbc.org/projects/hilton-garden-inn-west-end,Hilton Garden Inn West End
11944,DC_5482806,"1155 F St NW, Washington, DC 20004",https://www.usgbc.org/projects/bryan-cave,Bryan Cave
11946,DC_5482829,"945 G St NW, Washington, DC 20001",https://www.usgbc.org/projects/733-10th-st-nw,733 10Th St Nw
11958,DC_5482960,"801 17th St NW, Washington, DC 20006",https://www.usgbc.org/projects/td-bank-lafayette-tower,Td Bank Lafayette Tower
11960,DC_5482978,"2000 K St NW, Washington, DC, 20006",https://www.usgbc.org/projects/td-bank-washington-dc-2000-k-st,Td Bank Washington Dc 2000 K St
11967,DC_5483143,"1213 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/envision-design-office,Envision Design Office
11968,DC_5483154,"1754 H St NW, Washington, DC, 20006",https://www.usgbc.org/projects/wf-dc-1750-h-street-2nd-floor,Wf Dc 1750 H Street 2Nd Floor
11975,DC_5483316,"1015 Half St SE, Washington, DC 20003",https://www.usgbc.org/projects/dgs-1015-half-st,Dgs 1015 Half St
11977,DC_5483332,"918 16th St NW, Washington, DC 20006",https://www.usgbc.org/projects/910-16th-st,910 16Th St
11980,DC_5483366,"2000 K St NW, Washington, DC 20006",https://www.usgbc.org/projects/2000-k-street-nw-dc,2000 K Street Nw Dc
11981,DC_5483392,"1101 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/hon-showroom,Hon Showroom
11984,DC_5483426,"1733 N St NW, Washington, DC 20036",https://www.usgbc.org/projects/n-street-hotel-0,N Street Hotel
11986,DC_5483448,"1011 K St NW, Washington, DC 20001",https://www.usgbc.org/projects/11th-and-k-street-hotel,11Th And K Street Hotel
11989,DC_5483496,"2115 Wisconsin Ave NW, Washington, DC 20007",https://www.usgbc.org/projects/2115-wisconsin-ave,2115 Wisconsin Ave
11990,DC_5483508,"2121 Wisconsin Ave NW, Washington, DC 20007",https://www.usgbc.org/projects/2121-wisconsin-ave,2121 Wisconsin Ave
11996,DC_5483595,"1776 I St NW, Washington, DC 20006",https://www.usgbc.org/projects/stinson,Stinson
12011,DC_5483751,"1001 Connecticut Ave NW, Washington, DC, 20036",https://www.usgbc.org/projects/109322-ct-k-metro,109322 Ct K Metro
12063,DC_5484154,"100 Gallatin St NE, Washington, DC, 20011",https://www.usgbc.org/projects/mamie-d-lee-school,Mamie D Lee School
12081,DC_5484353,"650 Anacostia Ave NE, Washington, DC 20019",https://www.usgbc.org/projects/educare-washington-dc,Educare Washington Dc
12093,DC_5484467,"850 Delaware Ave SW, Washington, DC, 20024",https://www.usgbc.org/projects/ward-6-short-term-family-housing,Ward 6 Short Term Family Housing
12116,DC_5484931,"4820 36th St NW, Washington, DC, 20008",https://www.usgbc.org/projects/murch-elementary-school,Murch Elementary School
12135,DC_5485181,"601 K St NW, Washington, DC 20001",https://www.usgbc.org/projects/6th-and-k-street-hotel,6Th And K Street Hotel
12139,DC_5485226,"1250 22nd St NW, Washington, DC 20037",https://www.usgbc.org/projects/hgv-dc,Hgv Dc
12158,DC_5485640,"300 7th St SW, Washington, DC, 20024",https://www.usgbc.org/projects/wmata-dc-headquarters,Wmata Dc Headquarters
12168,DC_5485841,"4401 Connecticut Ave NW, Washington, DC 20008",https://www.usgbc.org/projects/auwamu,Auwamu
12170,DC_5485845,"1725 Desales St NW, Washington, DC 20036",https://www.usgbc.org/projects/1725-desales,1725 Desales
12179,DC_5486017,"20 F St NW, Washington, DC 20001",https://www.usgbc.org/projects/20-f-street,20 F Street
12192,DC_5486322,"1701 Pennsylvania Avenue, 1701 Pennsylvania Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/1701-pennsylvania-ave-recertification,1701 Pennsylvania Ave
12193,DC_5486324,"2101 Martin Luther King Jr Ave SE, Washington, DC, 20020",https://www.usgbc.org/projects/2101-mlk-gsa,2101 Mlk Gsa
12195,DC_5486328,"2235 Shannon Pl SE, Washington, DC, 20020",https://www.usgbc.org/projects/2235-shannon-place-interiors,2235 Shannon Place Interiors
12196,DC_5486345,"1102 15th St NW, Washington, DC, 20005",https://www.usgbc.org/projects/midtown-1100-15th-st-nw,Midtown 1100 15Th St Nw
12213,DC_5486656,"500 New Jersey Ave NW, Washington, DC, 20001",https://www.usgbc.org/projects/500-new-jersey-ave-recertification,500 New Jersey Ave
12217,DC_5486756,"601 D T St NE, Washington, DC 20018",https://www.usgbc.org/projects/dakota-crossing-building-10,Dakota Crossing Building
12232,DC_5487043,"1500 Galen St SE, Washington, DC 20020",https://www.usgbc.org/projects/unity-health-care-anacostia,Unity Health Care Anacostia
12258,DC_5487613,"1313 L St NW, Washington, DC 20005",https://www.usgbc.org/projects/costar-dc-3rd-and-4th-floors,Costar Dc 3Rd And 4Th Floors
12261,DC_5487650,"100 M St SE, Washington, DC, 20003",https://www.usgbc.org/projects/parsons,Parsons
12269,DC_5487954,"515 22nd St NW, Washington, DC, 20037",https://www.usgbc.org/projects/wray,Wray
12276,DC_5488089,"933 L St NW, Washington, DC 20001",https://www.usgbc.org/projects/columbia-place,Columbia Place
12278,DC_5488107,"2607 Military Rd NW, Washington, DC, 20015",https://www.usgbc.org/projects/sjchs-gym-renovation-addition,Sjchs Gym Renovation Addition
12281,DC_5488182,"2101 Wisconsin Ave NW, Washington, DC 20007",https://www.usgbc.org/projects/2101-wisconsin-avenue-nw,2101 Wisconsin Avenue Nw
12283,DC_5488210,"1401 New York Ave NW, Washington, DC 20005",https://www.usgbc.org/projects/boies-schiller-flexner-1401-new-york-ave,Boies Schiller Flexner 1401 New York Ave
12294,DC_5488467,"1350 I St NW, Washington, DC 20005",https://www.usgbc.org/projects/1350-i-street-nw,1350 I Street Nw
12326,DC_5489393,"1420 K St NW, Washington, DC 20005",https://www.usgbc.org/projects/baumann-consulting-dc,Baumann Consulting Dc
12375,DC_5490806,"National Place, 1321 Pennsylvania Ave NW, Washington, DC 20004",https://www.usgbc.org/projects/starbucks-1304-f-street,Starbucks 1304 F Street
12385,DC_5491249,"4500 Massachusetts Ave NW, Washington, DC, 20016",https://www.usgbc.org/projects/wts-residence-hall,Wts Residence Hall
12411,DC_5492297,"1700 New York Ave NW, Washington, DC 20006",https://www.usgbc.org/projects/1700-ny-sgjjr-dc,1700 Ny Sgjjr Dc
12416,DC_5492526,"1400 7th St NW, Washington, DC, 20001",https://www.usgbc.org/projects/giant-store-2376-8th-and-o-st-dc,Giant Store 2376 8Th And O St Dc
12432,DC_5493095,"1823 L St NW, Washington, DC, 20036",https://www.usgbc.org/projects/simpson-gumpertz-and-heger,Simpson Gumpertz And Heger
12437,DC_5493371,"1700 New York Ave NW, Washington, DC, 20006",https://www.usgbc.org/projects/1700-new-york-avenue,1700 New York Avenue
12438,DC_5493376,"3015 4th St NE, Washington, DC, 20017",https://www.usgbc.org/projects/st-paul-lmwla-partial-renovations,St Paul Lmwla Partial Renovations
12453,DC_5493719,"1101 16th St NW, Washington, DC, 20036",https://www.usgbc.org/projects/1101-16th-street-nw,1101 16Th Street Nw
12460,DC_5493883,"900 G St NW, Washington, DC 20001",https://www.usgbc.org/projects/900-g-street,900 G Street
12477,DC_5494164,"1101 K St NW, Washington, DC 20005",https://www.usgbc.org/projects/1101-k-street-0,1101 K Street
12485,DC_5494359,"80 F St NW, Washington, DC, 20001",https://www.usgbc.org/projects/afge-10th-floor,Afge 10Th Floor
12499,DC_5494525,"80 F St NW, Washington, DC 20001",https://www.usgbc.org/projects/afge-9th-floor,Afge 9Th Floor
12516,DC_5494778,"1525 14th St NW, Washington, DC 20005",https://www.usgbc.org/projects/whitman-walker-health,Whitman Walker Health
12538,DC_5495124,"5300 Blaine St NE, Washington, DC, 20019",https://www.usgbc.org/projects/kipp-dc-smilow-campus-addition,Kipp Dc Smilow Campus Addition
12555,DC_5495335,"1200 17th St NW, Washington, DC 20036",https://www.usgbc.org/projects/pillsbury-washington-office,Pillsbury Washington Office
12560,DC_5495432,"3900 Wisconsin Ave NW, Washington, DC 20016",https://www.usgbc.org/projects/city-ridge,City Ridge
12572,DC_5495570,"1401 Okie St NE, Washington, DC 20002",https://www.usgbc.org/projects/pappas-tomato-factory-0,Pappas Tomato Factory
12582,DC_5495660,"601 Massachusetts Ave NW, Washington, DC 20001",https://www.usgbc.org/projects/arnold-and-porter-llp-601-mass-ave-ti,Arnold And Porter Llp 601 Mass Ave Ti
12584,DC_5495688,"100 Peabody St NW, Washington, DC 20011",https://www.usgbc.org/projects/capital-city-pcs,Capital City Pcs
12596,DC_5495944,"1405 Brentwood Pkwy NE, Washington, DC 20002",https://www.usgbc.org/projects/kipp-dc-college-prep,Kipp Dc College Prep
12604,DC_5496055,"645 H St NE, Washington, DC 20002",https://www.usgbc.org/projects/645-h-street-ne,645 H Street Ne
12617,DC_5496343,"900 16th St NW, Washington, DC, 20006",https://www.usgbc.org/projects/miller-and-chevalier,Miller And Chevalier
12618,DC_5496371,"701 Pennsylvania Ave NW, Washington, DC, 20004",https://www.usgbc.org/projects/701-pennsylvania-avenue,701 Pennsylvania Avenue
12620,DC_5496393,"600 Massachusetts Ave NW, Washington, DC 20001",https://www.usgbc.org/projects/farmers-distillers,Farmers Distillers
12621,DC_5496402,"1133 15th St NW, Washington, DC 20005",https://www.usgbc.org/projects/1133-15th-street-nw-0,1133 15Th Street Nw
12624,DC_5496423,"1009 Connecticut Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1025-connecticut,1025 Connecticut
12630,DC_5496464,"1701 Rhode Island Ave NW, Washington, DC 20036",https://www.usgbc.org/projects/1701-rhode-island-avenue,1701 Rhode Island Avenue
12631,DC_5496469,"901 4th St NW, Washington, DC, 20001",https://www.usgbc.org/projects/capitol-quarter-phase-ii-l1-1-unit-1,Capitol Quarter Phase II L1 1 Unit
12646,DC_5496628,"701 Pennsylvania Ave NW, Washington, DC 20004",https://www.usgbc.org/projects/market-square,Market Square
12664,DC_5497008,"1602 L St NW, Washington, DC 20036",https://www.usgbc.org/projects/independent-sector,Independent Sector
12666,DC_5497059,"1000 Maine Ave SW, Washington, DC, 20024",https://www.usgbc.org/projects/wgl-dc-0,Wgl Dc
12670,DC_5497085,"901 L St NW, Washington, DC 20001",https://www.usgbc.org/projects/columbia-place-hotel,Columbia Place Hotel
12676,DC_5497148,"905 16th St NW, Washington, DC 20006",https://www.usgbc.org/projects/liuna,Liuna
12678,DC_5497165,"2112 Pennsylvania Ave NW, Washington, DC 20037",https://www.usgbc.org/projects/2112-pennsylvania-ave,2112 Pennsylvania Ave
12693,DC_5497364,"2121 M St NW, Washington, DC 20037",https://www.usgbc.org/projects/hyatt-place,Hyatt Place
12698,DC_5497418,"500 L'Enfant Plaza SW, Washington, DC 20024",https://www.usgbc.org/projects/urban-institute,Urban Institute
12704,DC_5497520,"1823 L St NW, Washington, DC 20036",https://www.usgbc.org/projects/council-responsible-nutrition,Council Responsible Nutrition
12705,DC_5497521,"52 M St SE, Washington, DC, 20003",https://www.usgbc.org/projects/50-m-street-homewood-suites,50 M Street Homewood Suites
