"Benchmarking ID","Building Address","Building City","Building State","Building Zip","Building Name","Primary Type","Gross Floor Area","Submission Status #7","X Coordinate","Y Coordinate","Owner Company","Compliance Required","Submission Year","Energy Star Score","Weather Normalized Site EUI (kBtu/ft^2)","Direct GHG Emissions (Metric Tons CO2e)","Indirect GHG Emissions (Metric Tons CO2e)","Weather Normalized Source EUI (kBtu/ft^2)","Indoor Water Use (All Water Sources) (kgal)","Outdoor Water Use (All Water Sources) (kgal)","Water Use (All Water Sources) (kgal)"
"20-IN-03210","3201 Front St","Kansas City","Missouri","64,120","Kansas City Southern Mechanical Shop",,"58,331","noSubmittal","39.1308035","-94.5394778","To The Building Owner Of","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"54-IS-08720","1951 NW 87th Ter","Kansas City","Missouri","64,154","Pathfinder Elementary School","K-12 School","65,761","submitted","39.2513402","-94.6041264","Platte County School District","By Ordinance","2,023","56","58.3","62.1","338.7","131.80","Not Available","Not Available","645.6"
"54-IS-09010","5301 NW Tiffany Springs Rd","Kansas City","Missouri","64,154","Tiffany Ridge Elementary","K-12 School","70,700","submitted","39.2598529","-94.6386587","Park Hill R-5 School District","By Ordinance","2,023","57","38.2","7.8","325.9","103.20","Not Available","Not Available","3,209.4"
"54-MF-08504","8504 N. Cosby Ave.","Kansas City","Missouri","64,154","Reserve at Barry-PRG (rs174)","Multifamily Housing","634,837","submitted","39.2496122","-94.6456807","PRG Real Estate","By Ordinance","2,023","99","25.6","0","2,088.5","71.80","Not Available","Not Available","21,657.2"
"54-MF-08550","8550 N Granby Ave","Kansas City","Missouri","64,154","10955 Garden Village","Multifamily Housing","170,630","submitted","39.2511927","-94.6283289","Sabra Health Care Holdings IIi LLC","By Ordinance","2,023","55","44.8","98.7","746.1","106.50","7162.2","1684.5","16,008.9"
"55-CM-00410","400 NW Barry Rd","Kansas City","Missouri","64,155","0618-KansasCity0618,MO",,"161,486","submitted","39.2497059","-94.5859815","JC Penney Properties Inc","By Ordinance","2,023","95","27.4","0.1","781.4","76.70","1354.4","Not Available","1,354.4"
"55-CM-08510","600 NE Barry Rd","Kansas City","Missouri","64,155","At Home","Retail Store","86,479","submitted","39.2471784","-94.5719537","AVG Partners","By Ordinance","2,023","88","37.5","68.2","393.8","78.80","Not Available","Not Available","91.4"
"55-CM-08520","8420 N Madison Ave","Kansas City","Missouri","64,155","KANSAS CITY NORTH (1177)","Retail Store","122,640","submitted","39.2488329","-94.5958193","Target Corporation","By Ordinance","2,023","82","62.8","142.2","998.7","136.70","1297","Not Available","1,297"
"55-CM-08530","8500 N Madison Ave","Kansas City","Missouri","64,155","10233-Metro North","Retail Store","80,864","submitted","39.2501542","-94.5951742","Kohl's","By Ordinance","2,023","88","34.2","37.3","459.5","81.20","163","Not Available","163"
"55-CM-08857","1600 NW 88th St","Kansas City","Missouri","64,155","Costco #1268 N Kansas City","Wholesale Club/Supercenter","155,935","submitted","39.254045","-94.5992065","Costco Wholesale Corporation","By Ordinance","2,023","81","163","548.1","1,933.8","338.80","3734.6","Not Available","3,734.6"
"55-CM-09420","9411 N Oak Trfy","Kansas City","Missouri","64,155","North Oak Medical Park, Building I",,"57,293","submitted","39.2658015","-94.5741302","Board of Trustees of North Kansas City Hospital","By Ordinance","2,023","Not Available","52.9","0","388.7","148.10","Not Available","848.2","848.2"
"55-IS-09850","101 NW 99TH St","Kansas City","Missouri","64,155","Northland Cathedral","Worship Facility","78,976","submitted","39.2730902","-94.5823533","Northland Cathedral Assembly Of God Inc","By Ordinance","2,023","Not Available","34.7","77.6","241.7","63.60","291.4","Not Available","291.4"
"55-IS-10610","515 NE 106th St","Kansas City","Missouri","64,155","New Mark Middle School","K-12 School","119,782","submitted","39.2847315","-94.572614","School District 74","By Ordinance","2,023","96","25.2","30.5","489.2","62.20","Not Available","Not Available","899.2"
"55-IS-10620","545 NE 106th St","Kansas City","Missouri","64,155","Fox Hill Elementary School","K-12 School","75,164","submitted","39.2848844","-94.569352","School District 74","By Ordinance","2,023","95","30.8","57.9","241","60.20","503.6","Not Available","503.6"
"56-CM-02510","2800 NE Shoal Creek Pkwy","Kansas City","Missouri","64,116","Staley High School","K-12 School","315,000","submitted","39.2877902","-94.5439089","School District 74","By Ordinance","2,023","68","47.3","70.1","1,735","125.10","Not Available","Not Available","663.3"
"20-IN-05610","5600 Stillwell Ave","Kansas City","Missouri","64,120","Progress Rail",,"44,000","noSubmittal","39.1442709","-94.5165228","Progress Rail Services Corp","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"56-IS-07310","7301 NE 108th St","Kansas City","Missouri","64,156","Rising Hill Elementary School","K-12 School","58,066","submitted","39.2880524","-94.4931873","School District 74","By Ordinance","2,023","62","41.1","0","313.2","115.20","Not Available","Not Available","358.8"
"56-IS-09210","9201 N Indiana Ave","Kansas City","Missouri","64,156","Gateway 6th Grade Center","K-12 School","81,803","submitted","39.2611721","-94.5371416","School District 74","By Ordinance","2,023","85","31.7","0","388.6","88.70","1211.5","Not Available","1,211.5"
"56-IS-09215","3900 NE 92nd St","Kansas City","Missouri","64,156","Northview Elementary School","K-12 School","70,907","submitted","39.2607851","-94.5315252","School District 74","By Ordinance","2,023","67","41","0","400.2","114.90","Not Available","Not Available","1,064"
"57-CM-08510","8598 N Church Rd","Kansas City","Missouri","64,157","3019 - LIBERTY","Retail Store","120,327","submitted","39.2480379","-94.4576094","The Home Depot","By Ordinance","2,023","95","54.6","181","441.1","106.10","Not Available","Not Available","1,856.1"
"57-CM-09010","9000 N Flintlock Rd","Kansas City","Missouri","64,158","Shoal Creek","K-12 School","101,162","submitted","39.2566692","-94.4670215","School District 53","By Ordinance","2,023","53","51","110.9","416.2","109.20","Not Available","Not Available","750.3"
"57-CM-09210","9220 NE Barry Rd","Kansas City","Missouri","64,157","LIBERTY (1455)","Retail Store","174,840","submitted","39.2479724","-94.4635622","Target Corporation","By Ordinance","2,023","72","80.7","261.6","1,865.7","178.20","2270","Not Available","2,270"
"57-CM-09730","9717 N Ash Ave","Kansas City","Missouri","64,157","Price Chopper #288","Supermarket/Grocery Store","77,268","submitted","39.2691408","-94.4479576","Group Real Estate LLC","By Ordinance","2,023","1","585509.5","2,461,575","1,479.8","615046.50","604.8","17.8","622.6"
"57-IS-05110","5125 N Sycamore Dr","Kansas City","Missouri","64,119","Gracemor Elementary School","K-12 School","87,635","submitted","39.1877301","-94.4853679","School District 74","By Ordinance","2,023","88","39.5","81","246.8","80.00","352.6","Not Available","352.6"
"57-IS-10710","10701 N Eastern Ave","Kansas City","Missouri","64,157","KellyBrook","K-12 School","81,499","submitted","39.2869558","-94.4908279","School District 53","By Ordinance","2,023","31","68.5","137.5","408.5","139.40","Not Available","Not Available","512.4"
"58-CM-08110","8100 N Flintlock Rd","Kansas City","Missouri","64,158","KANSAS CITY, MO-2953","Retail Store","103,525","submitted","39.240191","-94.4679065","JC Penney Properties Inc","By Ordinance","2,023","92","33.1","60.4","306.2","74.60","207.1","Not Available","207.1"
"08-CM-02545","2534 Madison Ave","Kansas City","Missouri","64,108","Boulevard Brewing Visitors Center","Mixed Use Property","15,000","noSubmittal","39.081206","-94.5954161","Boulevard Brewing Company","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"20-IN-06250","6200 Equitable Rd","Kansas City","Missouri","64,120",,,"115,600","noSubmittal","39.1377785","-94.5081486","Spirit Investments LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"58-CM-08115","8130 N Church Rd","Kansas City","Missouri","64,158","Sam's Club #6247","Wholesale Club/Supercenter","137,428","submitted","39.2406628","-94.4640449","Wal-Mart Stores Inc","By Ordinance","2,023","40","124.6","410","1,309.3","255.40","1121.9","363.5","2,607.3"
"58-CM-08310","8301 N Church Rd","Kansas City","Missouri","64,158","Walmart Supercenter #0234","Wholesale Club/Supercenter","205,499","submitted","39.2429599","-94.4590573","Wal-Mart Stores Inc","By Ordinance","2,023","68","106.7","448.7","1,942.6","232.70","2229.4","Not Available","4,458.7"
"58-CM-08510","8551 N Church Rd","Kansas City","Missouri","64,158","Kansas City MO HAMP","Hotel","50,001","submitted","39.2456384","-94.4569719","Apple Nine Kansas City LLC","By Ordinance","2,023","23","85.9","83.4","540.7","185.70","Not Available","Not Available","4,983.2"
"58-IS-08150","8150 N Farley Ave","Kansas City","Missouri","64,158","Liberty Oaks","K-12 School","76,269","submitted","39.2409042","-94.4746651","School District 53","By Ordinance","2,023","30","69.4","132.5","385","140.50","Not Available","Not Available","441.4"
"61-CM-03220","3200 N Ameristar Dr","Kansas City","Missouri","64,161","Ameristar Casino","Casino","1,000,000","submitted","39.1502361","-94.4838388","Ameristar Casino Kansas City Inc","By Ordinance","2,023","Not Available","77.5","0","9,904","217.10","Not Available","Not Available","39,744.4"
"61-IN-03530","3530 NE Kimball Dr","Kansas City","Missouri","64,161",,,"253,454","submitted","39.1575443","-94.4412024","Delden Manufacturing Co","By Ordinance","2,023","Not Available","28.5","103.9","111.5","45.80","Not Available","Not Available","342.6"
"61-IN-03610","3600 NE Kimball Dr","Kansas City","Missouri","64,161","3600 NE Kimball Dr","Non-Refrigerated Warehouse","111,761","submitted","39.159323","-94.441243","Karbank","By Ordinance","2,023","60","26.2","82.1","176","49.00","185.5","Not Available","185.5"
"61-IN-03620","3699 N Booth Ave","Kansas City","Missouri","64,161","Auto Truck Group LLC","Repair Services (Vehicle, Shoe, Locksmith, etc.)","63,860","submitted","39.1595811","-94.4807073","Auto Truck Group LLC","By Ordinance","2,023","Not Available","63.3","143.4","192.1","107.30","143.6","Not Available","143.6"
"61-IN-03710","3700 N Kimball Dr","Kansas City","Missouri","64,161","3700 N Kimball Dr","Non-Refrigerated Warehouse","76,019","submitted","39.1611015","-94.4415241","Karbank","By Ordinance","2,023","49","32.1","76","136.3","57.80","71.6","Not Available","71.6"
"61-IN-03810","7601 NE 38th St","Kansas City","Missouri","64,161","Midway Ford Truck Center, Inc.","Automobile Dealership","75,834","submitted","39.1625028","-94.4928933","Midway Ford Truck Center Inc","By Ordinance","2,023","Not Available","95.6","192.3","486.9","188.30","Not Available","Not Available","0"
"61-IN-03820","8600 NE 38th St","Kansas City","Missouri","64,161","Georgia Pacific","Manufacturing/Industrial Plant","196,000","submitted","39.1636268","-94.4815855","GA-Pacific Corrugated II LLC","By Ordinance","2,023","Not Available","373.5","2,300.5","3,838.6","660.50","Not Available","Not Available","4,608.1"
"61-IN-03850","3850 NE Kimball Dr","Kansas City","Missouri","64,161","3850 NE Kimball Dr","Non-Refrigerated Warehouse","100,800","submitted","39.1629989","-94.4409743","Karbank","By Ordinance","2,023","39","41.4","146.9","188","69.00","130.2","Not Available","130.2"
"61-IN-03910","3900 N Kentucky Ave","Kansas City","Missouri","64,161","Liberty Hardwoods, Inc.","Non-Refrigerated Warehouse","106,000","submitted","39.165845","-94.4745042","Seven Star Properties LLC","By Ordinance","2,023","13","29.8","38.4","319.8","72.70","209.2","533.4","742.6"
"61-IN-03940","3951 NE Kimball Dr","Kansas City","Missouri","64,161","CONKLIN COMPANY INC","Non-Refrigerated Warehouse","54,140","submitted","39.164793","-94.4383076","Conklin Company Inc","By Ordinance","2,023","72","20.3","0","140.3","56.80","80.3","Not Available","80.3"
"61-IN-03960","3950 N Kimball Dr","Kansas City","Missouri","64,161","Heartland Sheets LLC","Manufacturing/Industrial Plant","150,000","submitted","39.1646829","-94.4412024","Heartland Sheets LLC","By Ordinance","2,023","Not Available","717.2","4,798","2,345.7","967.20","14563.4","Not Available","14,563.4"
"61-IN-04010","4000 N Kimball Dr","Kansas City","Missouri","64,161","Kimball","Manufacturing/Industrial Plant","408,292","submitted","39.1669664","-94.4408807","4000 North Kimball, LLC","By Ordinance","2,023","Not Available","100.1","55.1","5,094.2","276.00","1818.2","Not Available","1,818.2"
"61-IN-04029","4029 N. Pleasant Ave","Kansas City","Missouri","64,161","4029 N Pleasant Ave","Non-Refrigerated Warehouse","548,560","submitted","39.1738453","-94.4205296","NP Northland Park Building VI, LLC","By Ordinance","2,023","Not Available","7.2","198.8","804.4","15.90","Not Available","Not Available","2,397.7"
"61-IN-04033","4033 N Pleasant Ave","Kansas City","Missouri","64,161","ABF Freight System, Inc. - Pleasant Ave.","Distribution Center","359,000","submitted","39.1757119","-94.4145462","NorthPoint Development","By Ordinance","2,023","Not Available","17.3","0","793.4","48.40","3953.1","Not Available","3,953.1"
"61-IN-08210","8201 NE Parvin Rd","Kansas City","Missouri","64,161","Cummins Sales and Service","Repair Services (Vehicle, Shoe, Locksmith, etc.)","101,000","submitted","39.1676144","-94.4833559","Cummins Central Power LLC","By Ordinance","2,023","Not Available","27.1","89.9","148.4","48.20","Not Available","Not Available","79.5"
"61-IN-11210","11200 E 210 Hwy","Kansas City","Missouri","64,161","KCDC 2002 Kansas City, MO","Distribution Center","1,320,573","submitted","39.1575781","-94.4445799","W W Grainger Inc","By Ordinance","2,023","65","29.4","1,203.2","2,298.1","54.50","5323","Not Available","5,323"
"64-IS-04210","4214 NW Cookingham Dr","Kansas City","Missouri","64,164","Faith Community Church","Worship facility","54,444","submitted","39.3115555","-94.6287804","Faith Community Church of the County of Clay","By Ordinance","2,023","Not Available","26.3","0","234.7","73.50","1689.3","Not Available","1,689.3"
"20-IN-01870","1843 N Topping Ave","Kansas City","Missouri","64,120","1843 N Topping Ave","Distribution Center","80,030","noSubmittal","39.142707","-94.5128992","Zimmer Realty Company","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-IN-01320","1321 W 13th St","Kansas City","Missouri","64,102","Stephco, Inc",,"59,411","noSubmittal","39.0993835","-94.6008599","STEPHCO INC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-IN-01410","1413 W 14th St","Kansas City","Missouri","64,102","McCormick Building",,"175,689","noSubmittal","39.0974011","-94.6018489","Mccormick Building LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-IN-01420","1470 Liberty St","Kansas City","Missouri","64,102",,,"99,485","noSubmittal","39.0973818","-94.6032392","Fraternal Investors LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-IN-01710","1701 Liberty St","Kansas City","Missouri","64,102","Riordan Sales Company dba Small Engine Distributors","Non-Refrigerated Warehouse","105,183","noSubmittal","39.0935354","-94.6019487","Riordan Robert J Trustee","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"23-IS-00110","124 N Hardesty Ave","Kansas City","Missouri","64,123",,,"37,718","noSubmittal","39.1134602","-94.5186368","Kansas City Property LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"02-IS-01810","1800 Genessee St","Kansas City","Missouri","64,102","Hy-Vee Arena",,"283,856","noSubmittal","39.0917589","-94.6058202","FBKC Sports Arena LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00320","204 W 3rd St","Kansas City","Missouri","64,105","Mid-American Merchandising Facility",,"48,000","noSubmittal","39.1095338","-94.5863444","QMR 204 W 3rd LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"23-IS-03610","5419 E 36th St","Kansas City","Missouri","64,123","Dunbar Elementary",,"24,512","noSubmittal","39.0596112","-94.5201466","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00510","200 W 5th St","Kansas City","Missouri","64,105","Richards & Conover Lofts","Multifamily Housing","90,880","noSubmittal","39.1080979","-94.5856993","KC Lofts Rich Con Owner LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00620","600 Broadway Blvd","Kansas City","Missouri","64,105","Rivergate Business Center",,"120,402","noSubmittal","39.1059998","-94.5884811","Triad Capital Advisors","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"24-CM-02610","2605 Independence Ave","Kansas City","Missouri","64,124",,,"68,799","noSubmittal","39.1060595","-94.5506367","A J Partnership","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00630","610 Washington St","Kansas City","Missouri","64,105","Cliff House Parking","Parking","102,541","noSubmittal","39.1060924","-94.5902551","Penn Seven LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00750","720 Main St","Kansas City","Missouri","64,105",,,"213,150","noSubmittal","39.1047548","-94.5840061","Wi Flashcube LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"24-IN-00630","657 Hardesty Ave","Kansas City","Missouri","64,124","(east building)",,"287,225","noSubmittal","39.1045002","-94.5188832","One Hardesty LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"24-IN-00710","707 Hardesty Ave","Kansas City","Missouri","64,124","(west building)",,"294,011","noSubmittal","39.1036738","-94.5177247","One Hardesty LLC","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01070","1044 Main St","Kansas City","Missouri","64,105","Peck's Plaza",,"87,264","noSubmittal","39.1009581","-94.5835224","MO Bank & Trust Co Of Kansas City","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"24-IN-00919","5301 E 9th St","Kansas City","Missouri","64,124",,,"36,698","noSubmittal","39.1013054","-94.5203818","AF Realty LLC","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"24-IS-00310","309 Benton Blvd","Kansas City","Missouri","64,124","St Anthony Church","Worship Facility","71,746","noSubmittal","39.110863","-94.5442388","Catholic Diocese Of Kansas City-St Joseph","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01075","1050 Jefferson St","Kansas City","Missouri","64,105","JVM Apex Apartments, LLC","Multifamily Housing","64,495","noSubmittal","39.1020226","-94.5925936","JVM Landing Apartments LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01106","106 W 11th St","Kansas City","Missouri","64,105",,,"285,382","noSubmittal","39.101073","-94.5847318","Kcac Partners LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01110","101 W 11th St","Kansas City","Missouri","64,105","Brookfield Building",,"107,256","noSubmittal","39.1012248","-94.5901744","Brookfield Hotel Investment LLC, Kothe Real Estate Partners","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01230","1227 Wyandotte St","Kansas City","Missouri","64,105","Down Town Garage",,"90,000","noSubmittal","39.0988619","-94.585285","Mariner Trust Company","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02005","2001 Grand Blvd","Kansas City","Missouri","64,108",,"ERROR: #N/A","65,084","Exempt","39.0887894","-94.5811842","Abdiana A LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01240","1215 Wyandotte St","Kansas City","Missouri","64,105","Kansas City MO Hotel Partners LP",,"108,188","noSubmittal","39.0994334","-94.5851349","Kansas City Mo Hotel Partners Lp","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00880","850 Main St","Kansas City","Missouri","64,105",,,"70,525","noSubmittal","39.1039064","-94.5835663","McCownGordon Construction","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00950","920 Main St","Kansas City","Missouri","64,105","10 Main",,"221,938","Exempt","39.102624","-94.583482","Ten Main Associates LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00965","10 E 10th St","Kansas City","Missouri","64,105",,"Parking","123,952","noSubmittal","39.1024257","-94.5825955","Commerce Tower Group LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00970","930 Broadway Blvd","Kansas City","Missouri","64,105","Opera House Lofts","Multifamily Housing","78,650","noSubmittal","39.1025838","-94.5886424","KC Lofts Opera House Owner LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-00975","10 W 9th St","Kansas City","Missouri","64,105",,,"386,473","Exempt","39.1030011","-94.5835357","Ten Main Associates LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01025","1004 Baltimore Ave","Kansas City","Missouri","64,105","Library Lofts (lb002)","Multifamily Housing","167,520","noSubmittal","39.1020536","-94.5845705","1004 Baltimore Avenue LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01035","1004 Wyandotte St","Kansas City","Missouri","64,105","10th and Wyandotte parking lot","Parking","64,200","noSubmittal","39.1020356","-94.5860622","Broadway Square Partners LLP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-CM-01310","1329 Union Ave","Kansas City","Missouri","64,101",,,"52,355","noSubmittal","39.1022576","-94.6010615","11th Street Properties LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-00850","1127 W 8th St","Kansas City","Missouri","64,101",,,"94,783","noSubmittal","39.1047624","-94.5975787","Enderson Patrick J","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-00870","1127 W 8th St","Kansas City","Missouri","64,101","CK Dorman","Distribution Center","50,849","noSubmittal","39.1047158","-94.5973919","CK Dorman","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-00930","933 Mulberry St","Kansas City","Missouri","64,101",,,"280,417","noSubmittal","39.103094","-94.5994081","Interstate Underground Warehouse LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-00935","1525 W 9th St","Kansas City","Missouri","64,101","Cooper Trade and Holding Co LLC","ERROR: #N/A","90,000","Exempt","39.1040916","-94.6039651","West Bottom Flats II LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-00950","1427 W 9th St","Kansas City","Missouri","64,101","The Hobbs Building",,"75,592","noSubmittal","39.1041003","-94.6027149","West Ninth LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01010","1015 Mulberry St","Kansas City","Missouri","64,101",,,"73,600","noSubmittal","39.101834","-94.5994485","Moline Building LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01020","1601 Saint Louis Ave","Kansas City","Missouri","64,101",,,"115,500","noSubmittal","39.1015272","-94.6051749","BCL KC2 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"28-IS-03630","3640 Benton Blvd","Kansas City","Missouri","64,128","Ladd Elementary School",,"85,910","noSubmittal","39.0592111","-94.5472122","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"28-IS-03720","3708 E Linwood Blvd","Kansas City","Missouri","64,128","Delano Alternative School",,"46,195","noSubmittal","39.0680652","-94.5399209","The School District of KCMO","Closed","2,023","0","0","0","0","0.00","0","0","0"
"28-IS-04510","4510 Linwood Blvd","Kansas City","Missouri","64,128",,,"43,340","noSubmittal","39.0685122","-94.530496","The School District of KCMO","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"28-IS-04810","4801 E Linwood Blvd","Kansas City","Missouri","64,128",,,"346,075","noSubmittal","39.0636209","-94.5267092","Veterans Adm U S Gov","Voluntarily","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01030","1410 Union Ave","Kansas City","Missouri","64,101",,"ERROR: #N/A","51,074","noSubmittal","39.1028331","-94.6019084","West Bottoms LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01040","1731 Saint Louis Ave","Kansas City","Missouri","64,101",,,"121,668","noSubmittal","39.101522","-94.605711","BCL KC2 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-CM-01110","1101 Mulberry St","Kansas City","Missouri","64,101",,,"97,244","noSubmittal","39.1013444","-94.5994442","WBG2 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01115","1104 Union Ave","Kansas City","Missouri","64,101","Brokers Building",,"105,692","noSubmittal","39.1028845","-94.5975129","Hunt Capital LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01210","1000 W 12th St","Kansas City","Missouri","64,101",,"ERROR: #N/A","51,032","noSubmittal","39.1008961","-94.5964645","West Bottoms Propco Master LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01215","1200 Union Ave","Kansas City","Missouri","64,101",,,"50,142","noSubmittal","39.1026776","-94.598642","Interstate Underground Warehouse LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01220","1200 W 12th St","Kansas City","Missouri","64,101","U S Properties, Inc","Other","52,560","noSubmittal","39.100936","-94.598574","Holsum Studios LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01230","1201 Union Ave","Kansas City","Missouri","64,101","Terminal Bldg",,"113,724","noSubmittal","39.1021905","-94.598642","Group Real Estate Development LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01250","1217 W 12th St","Kansas City","Missouri","64,101","PBI Gordon Corporation Headquarters",,"81,133","noSubmittal","39.1000479","-94.5994485","PBI Gordon Corporation ATTN: EHS","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"29-CM-05020","7100 E 50th St","Kansas City","Missouri","64,129",,,"82,235","noSubmittal","39.0337503","-94.5017079","Bob D Shelinbarger","Not Applicable","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01270","1315 W 12th St","Kansas City","Missouri","64,101","Ferguson 0294",,"50,716","noSubmittal","39.1003155","-94.6009002","Ferguson Enterprises Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"01-IN-01510","1500 Saint Louis Ave","Kansas City","Missouri","64,101",,,"51,480","noSubmittal","39.1033396","-94.60301","Harte James Richard","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"06-IS-01240","1220 Walnut St","Kansas City","Missouri","64,106","Garage-1220 Walnut",,"224,865","noSubmittal","39.0992182","-94.5826772","Block 110 Residential LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-CM-01510","1540 Genessee St","Kansas City","Missouri","64,102","BlueScope Buildings North America",,"160,000","noSubmittal","39.0954158","-94.6057396","BlueScope Building North America","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-CM-01610","1600 Genessee St","Kansas City","Missouri","64,102",,,"210,500","noSubmittal","39.0945871","-94.6051346","Livestock Exchange LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"02-IN-01210","1280 Liberty St","Kansas City","Missouri","64,102",,,"54,547","noSubmittal","39.0995571","-94.6026342","GREENBLATT IILENE J & PERRENOUD YEHUDA","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02020","2015 Grand Blvd","Kansas City","Missouri","64,108","Western Auto Lofts 3","Multifamily Housing","50,752","noSubmittal","39.0883609","-94.5811156","MCZ/Centrum-Western LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02030","2020 Grand Blvd","Kansas City","Missouri","64,108",,,"50,049","noSubmittal","39.0883971","-94.5818695","CROSSROADS HOTEL GROUP LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"08-CM-02120","2107 Grand Blvd","Kansas City","Missouri","64,108","Western Auto Lofts","Multifamily Housing","155,887","noSubmittal","39.0875681","-94.5812649","MCZ/Centrum-Western LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01310","1300 Washington St","Kansas City","Missouri","64,105","Argus Building","Office","79,234","noSubmittal","39.0980814","-94.590618","Broadway Square Partners LLP","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-CM-01320","1301 Main St","Kansas City","Missouri","64,105","H&R Block",,"364,695","noSubmittal","39.0983796","-94.5830099","H & R Block Services Inc","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
"05-IN-00730","710 Central St","Kansas City","Missouri","64,105","710 Central","Office","69,516","noSubmittal","39.1054263","-94.5865459","Market South 1 LLC","By Ordinance","2,023","0","0","0","0","0.00","0","0","0"
