final_rank,bbl,address,total_score,core_score,bonus_score,cost_savings_score,bas_automation_score,ownership_score,complexity_score,energy_star_bonus,prestige_bonus,total_1yr,utility_savings_annual,Has Building Automation,owner_building_count,ownername,Class,LL33 grade,GreenRating,Latest_ENERGY_STAR_Score,energy_star_gap,total_10_year_savings,savings_per_sqft,odcv_rank
289.0,1012830021,270 Park Ave,70.34226988382484,68.34226988382484,2,23.342269883824844,30.0,6,9,0,2,90890.51,90890.51,yes,4.0,Chase,A,,,,,659776.3767633946,0.03876909972078215,441.0
290.0,1000490002,"111 Broadway,  New York,  NY 10006",70.27703306523682,67.27703306523682,3,30.277033065236818,24.0,11,2,0,3,199090.89,199090.89,yes,2.0,Madison International Realty,A,B,,79.0,,1465557.6090590644,0.44242420000000005,253.0
291.0,1007080031,475 Tenth Ave,70.27345844504022,68.27345844504022,2,26.273458445040216,30.0,7,5,0,2,108995.82,108995.82,yes,2.0,Adler Group,B,B,,72.0,,875588.8376621725,0.45131349686138766,389.0
292.0,1010127501,234 West 41st Street,70.21179624664879,68.21179624664879,2,37.211796246648795,21.0,8,2,0,2,502527.72,502527.72,yes,1.0,New York Times Company,A,,,90.0,-15.0,4266393.830704527,0.3990883973732299,86.0
293.0,1013350005,320 E 43rd St,70.171581769437,64.171581769437,6,32.171581769437,21.0,4,7,1,5,221977.73,221977.73,yes,1.0,Ford Foundation,A,C,LEED Platinum,65.0,12.0,1751724.0499058617,0.7421671113429223,224.0
294.0,1012750014,"286 Madison Ave,  New York,  NY 10017",70.16264521894549,65.16264521894549,5,22.16264521894549,28.0,13,2,3,2,69748.53,69748.53,yes,5.0,APF Properties,B,D,LEED Certified - Gold,49.0,31.0,585231.7120022821,0.683279910657432,524.0
295.0,1013157501,767 2nd Avenue,70.06523681858803,68.06523681858803,2,33.065236818588026,17.0,16,2,0,2,271909.09,271909.09,yes,29.0,SL Green,B,,LEED Certified,78.0,,1992344.9886510768,0.29949002485937437,184.0
296.0,1000770008,"487 7 Ave, New York, NY 10018",69.92269883824844,67.92269883824844,2,33.42269883824844,22.5,8,4,0,2,286444.29,286444.29,yes,1.0,Pacific Oak Capital,A,N (exempt),,78.0,7.0,2108353.6285982835,0.36339730285192323,172.0
297.0,1012710038,"712 5 Ave,  New York,  NY 10019",69.91867739052725,63.91867739052726,6,28.918677390527257,20.0,15,0,0,6,164247.78,164247.78,yes,9.0,Paramount Group,A,B,LEED Platinum,80.0,5.0,1209046.556594318,0.30225332207113953,301.0
298.0,1008160037,"315 Pas,  New York,  NY 10011",69.79803395889186,64.79803395889186,5,13.798033958891867,26.0,20,5,0,5,40064.82,40064.82,yes,36.0,Vornado,A,B,LEED Gold,84.0,,296165.12506735756,0.2863920797741163,731.0
299.0,1013210047,"767 3 Ave,  New York,  NY 10017",69.77390527256479,67.77390527256479,2,26.77390527256479,30.0,6,5,0,2,114604.88,114604.88,yes,1.0,Quantum Pacific,A,C,,56.0,3.0,907920.4280440157,0.40655598598044645,378.0
300.0,1008470001,111 Fifth Ave,69.77122430741734,68.77122430741734,1,23.771224307417338,28.0,12,5,0,1,92825.5,92825.5,yes,6.0,Winter Organization,B,F,,65.0,,680100.0209277269,0.4323497904052166,435.0
301.0,1000750030,"111 John St, New York, NY 10038",69.7372654155496,66.7372654155496,3,25.737265415549597,28.0,13,0,0,3,111361.07,111361.07,yes,5.0,KF Braun,B,A,,96.0,,817248.5517400638,0.376123258892987,384.0
302.0,1012580034,500 Fifth Ave,69.67426273458446,67.67426273458446,2,35.17426273458445,24.5,8,0,0,2,343758.67,343758.67,yes,1.0,500 5th Ave Co,A,F,,44.0,,2697750.6302530626,0.5215402763069659,133.0
303.0,1012810069,"555 5 Ave,  New York,  NY 10017",69.48078641644325,68.48078641644325,1,18.48078641644325,28.0,20,2,0,1,57891.15,57891.15,yes,29.0,SL Green,B,C,,57.0,,424627.7064362995,0.2805102772582349,589.0
304.0,1012790045,52 Vanderbilt Ave,69.44950848972297,66.44950848972297,3,23.449508489722966,30.0,8,5,0,3,81282.64,81282.64,yes,4.0,Brause Realty,B,A,,96.0,,665097.0920465675,0.5007246966056798,476.0
305.0,1012870052,"485 Madison Ave,  New York,  NY 10022",69.44593386952636,64.44593386952636,5,19.445933869526364,22.0,18,5,1,4,62092.38,62092.38,yes,10.0,Jack Resnick & Sons,A,A,,89.0,11.0,457640.24396734906,0.23603256964955693,561.0
306.0,1012890028,43-45 E 53rd St,69.41376228775692,65.41376228775692,4,23.413762287756924,30.0,7,5,0,4,87928.29,87928.29,yes,2.0,ZG Capital Partners,A,A,,100.0,,664337.7714087302,0.7785881009093887,449.0
307.0,1012930059,"600 Madison Ave,  New York,  NY 10022",69.38605898123325,64.38605898123325,5,32.38605898123324,19.0,8,5,3,2,217705.91,217705.91,yes,1.0,Ruben Companies,A,D,,50.0,25.0,1782145.2190445848,0.634147216032391,229.0
308.0,1008720013,"33 Irving Pl,  New York,  NY 10003",69.3775692582663,66.3775692582663,3,22.87756925826631,16.5,20,7,0,3,86852.93,86852.93,yes,29.0,GFP Real Estate,B,A,,95.0,-5.0,630841.0283245646,0.24830943715567344,457.0
309.0,1008290016,"31 W 27 St,  New York,  NY 10001",69.34048257372655,67.34048257372655,2,21.34048257372654,28.0,15,3,0,2,74343.86,74343.86,yes,7.0,Savanna Real Estate,A,N (exempt),,80.0,5.0,545147.3901296197,0.6961100759370407,504.0
310.0,1012807501,420 Lexington Avenue,69.31546023235032,67.31546023235032,2,33.31546023235031,23.0,6,5,0,2,285734.57,285734.57,yes,2.0,Aman Group,A,,,90.0,,2094858.973722392,0.27367796110162884,175.0
311.0,1010250043,"1697 Broadway,  New York,  NY 10019",69.30741733690795,68.30741733690795,1,24.307417336907953,28.0,11,5,0,1,74886.31,74886.31,yes,2.0,CBS,B,N (exempt),,2.0,,706409.8090761872,0.7068080226521944,501.0
312.0,1008340049,"10 W 33 St,  New York,  NY 10001",69.24128686327077,67.24128686327077,2,30.241286863270776,24.0,11,2,0,2,174347.38,174347.38,yes,2.0,Related Companies,B,B,,72.0,,1464838.0237213008,0.5462010651629072,287.0
313.0,1008500001,"921 Broadway,  New York,  NY 10010",69.12332439678283,66.12332439678283,3,18.12332439678284,26.0,20,2,0,3,57071.6,57071.6,yes,18.0,Brookfield,A,B,,82.0,,414284.10363292875,0.32959072297714814,596.0
314.0,1012900021,535 Madison Ave,69.03127792672029,65.03127792672029,4,35.031277926720286,24.0,4,2,0,4,335457.42,335457.42,yes,1.0,Park Tower Group,A,B,LEED Certified - Gold,72.0,3.0,2633773.522674849,0.7550364736784059,137.0
315.0,1012670022,"15 W 51 St,  New York,  NY 10104",69.0218945487042,67.0218945487042,2,24.5218945487042,22.5,15,5,0,2,98487.61,98487.61,yes,9.0,RXR Realty,B,B,,83.0,,724124.0470773011,0.15968080897827094,417.0
316.0,1001280002,240 Greenwich St,68.9615728328865,66.9615728328865,2,36.9615728328865,17.0,4,9,0,2,506782.07,506782.07,yes,1.0,BNY Mellon,A,F,,77.0,-2.0,4019371.3272679853,0.44707557414809596,85.0
317.0,1012970023,405 Lexington Ave,68.9579982126899,64.9579982126899,4,32.9579982126899,17.0,8,7,0,4,263929.82,263929.82,yes,1.0,Cooper Union,A,A,,89.0,,1940473.3228380268,0.2549290403715999,189.0
318.0,1009970041,"116 W 45 St,  New York,  NY 10036",68.9195710455764,66.9195710455764,2,29.919571045576408,26.0,11,0,0,2,178936.69,178936.69,yes,2.0,Kamber Mgmt,A,C,,60.0,-1.0,1380440.347880453,0.41998396924347975,281.0
319.0,1007950037,"635 Ave Of The Americas,  New York,  NY 10011",68.9159964253798,67.9159964253798,1,25.915996425379802,28.0,11,3,0,1,94214.07,94214.07,yes,2.0,Spear Street,B,D,,33.0,,851540.1529903337,1.2291303440268229,433.0
320.0,1012880001,"655 5 Ave,  New York,  NY 10022",68.8739946380697,67.8739946380697,1,18.873994638069703,24.0,20,5,0,1,49152.15,49152.15,yes,36.0,Vornado,B,N (exempt),,32.0,,436682.75373632245,0.9380181297709924,653.0
321.0,1000230019,11 Wall St,68.85567470956211,67.85567470956211,1,38.35567470956211,20.5,4,5,0,1,621543.38,621543.38,yes,1.0,Intercontinental Exchange (ICE),B,,,1.0,,5804066.21476112,2.5867569783460063,60.0
322.0,1009930055,"1441 Broadway,  New York,  NY 10018",68.84539767649687,63.84539767649687,5,26.845397676496873,21.0,11,5,0,5,123688.24,123688.24,yes,2.0,L.H. Charney Associates,A,N (exempt),LEED Platinum,76.0,,911017.7919491085,0.2499418834921636,356.0
323.0,1000380017,88 Pine St,68.81858802502234,65.81858802502234,3,36.81858802502234,17.0,8,4,0,3,477245.12,477245.12,yes,1.0,Orient Overseas Building,A,B,,78.0,,3886265.19716196,0.7176726266560399,91.0
324.0,1012910038,"430 Park Ave,  New York,  NY 10022",68.81501340482573,66.81501340482573,2,32.815013404825734,24.0,8,2,0,2,194176.82,194176.82,yes,1.0,Komohil,A,,,90.0,,1905990.8694714182,0.8329657894172404,260.0
325.0,1012657501,1242 Avenue of the Americas,68.78552278820376,68.78552278820376,0,39.78552278820376,20.0,4,5,0,0,1733767.47,1733767.47,yes,1.0,Mocal Enterprises,C,,,,,14357947.14987763,0.8169909167075845,7.0
326.0,1000930001,150 William St,68.78194816800715,67.78194816800715,1,35.78194816800715,15.0,13,4,0,1,369338.7,369338.7,yes,5.0,KF Braun,B,C,,66.0,,2997106.331040881,0.7965396319436507,123.0
327.0,1013750049,667 Madison Ave,68.56300268096516,64.56300268096516,4,30.56300268096515,28.0,4,2,0,4,188605.31,188605.31,yes,1.0,Hartz Mountain Industries,A,A,,91.0,,1487144.8181064632,0.7627813233034053,266.0
328.0,1000780004,123 William St,68.5272564789991,64.5272564789991,4,30.527256478999107,19.0,11,4,0,4,202092.66,202092.66,yes,2.0,American Strategic Investment,A,A,,88.0,-11.0,1485513.408564012,0.40989183411454266,246.0
329.0,1012590019,"23 W 43 St,  New York,  NY 10036",68.5254691689008,63.525469168900806,5,28.525469168900806,17.0,13,5,3,2,137669.57,137669.57,yes,5.0,APF Properties,B,,LEED Certified - Gold,65.0,25.0,1115870.1331388536,0.4781953427303105,328.0
330.0,1008560058,"60 Madison Ave,  New York,  NY 10010",68.5201072386059,65.5201072386059,3,22.5201072386059,28.0,15,0,1,2,84785.52,84785.52,yes,8.0,Moinian Group,B,B,,77.0,11.0,615460.108955273,0.48330665572200565,466.0
331.0,1010850001,530 West 57th Street,68.49955317247543,66.49955317247543,2,39.49955317247542,19.0,3,5,0,2,1254027.55,1254027.55,yes,1.0,Skydance Productions,A,,,,,11715368.016827809,2.5495101347917135,19.0
332.0,1010130029,"592 7 Ave,  New York,  NY 10036",68.42135835567471,65.42135835567471,3,31.92135835567471,20.5,11,2,0,3,237038.79,237038.79,yes,9.0,RXR Realty,B,A,,99.0,,1720670.2219910435,0.24195606306976689,205.0
333.0,1000220020,"42 Broadway,  New York,  NY 10004",68.41778373547811,65.41778373547811,3,27.917783735478107,18.5,17,2,0,3,130340.02,130340.02,yes,36.0,Vornado,A,B,,84.0,,1002067.338427474,0.3216334356585169,342.0
334.0,1008240028,"28-40 W 23 St,  New York,  NY 10010",68.33824843610367,67.33824843610367,1,18.838248436103665,22.5,20,6,0,1,59735.81,59735.81,yes,16.0,Williams Equities,B,N (exempt),,77.0,,436293.89210416493,0.11965636943440672,573.0
335.0,1000580001,"One World Trade Center, New York, NY 10007",68.24932975871315,64.24932975871315,4,39.24932975871314,0.0,20,5,0,4,1330497.62,1330497.62,Yes,12.0,Durst,A,B,Energy Star,85.0,-10.0,9668692.602070088,0.4434992066666667,14.0
336.0,1008140015,1407 Broadway,68.17694369973191,65.17694369973191,3,38.1769436997319,21.0,4,2,0,3,665534.27,665534.27,yes,1.0,Shorenstein Properties,A,B,,71.0,4.0,5423500.623907524,0.7298357159149728,51.0
337.0,1008180051,114-116 Fifth Ave,68.12868632707774,65.12868632707774,3,24.128686327077748,28.0,9,4,0,3,96246.94,96246.94,yes,3.0,Columbia Property Trust,B,A,,86.0,,698658.8297036053,0.27377725059166214,426.0
338.0,1007870011,247 W 37th St,68.08802502234138,65.08802502234138,3,18.588025022341377,24.5,20,2,0,3,58724.55,58724.55,yes,29.0,GFP Real Estate,B,A,,93.0,,426282.9070500408,0.27424718628870315,581.0
339.0,1005050036,"161 Ave Of The Americas,  New York,  NY 10013",68.06434316353887,66.06434316353887,2,32.06434316353887,19.0,8,7,0,2,178159.71,178159.71,yes,1.0,Imperium,A,D,,12.0,,1737632.9101238889,0.6986655294117646,282.0
340.0,1008670070,417 Fifth Ave,68.06344950848973,65.06344950848973,3,31.06344950848972,26.0,4,4,2,1,198097.16,198097.16,yes,1.0,IC Real Estate,B,C,,65.0,15.0,1566489.3719126873,0.6403740795096753,255.0
341.0,1008250012,"49 W 23 St,  New York,  NY 10010",68.05406613047364,65.05406613047364,3,20.554066130473636,22.5,20,2,0,3,70316.9,70316.9,yes,10.0,Jack Resnick & Sons,B,A,,95.0,,515835.0554447034,0.2086554896142433,522.0
342.0,1008190039,"122 5 Ave,  New York,  NY 10011",68.05004468275246,64.05004468275246,4,16.050044682752457,30.0,11,7,0,4,48930.68,48930.68,yes,2.0,Bromley Companies,A,A,,94.0,,355188.97146653815,0.2004788809721841,656.0
343.0,1012930014,17-21 E 57th St,67.9508489722967,63.9508489722967,4,24.950848972296694,28.0,6,5,0,4,96318.73,96318.73,yes,2.0,LVMH,A,A,,89.0,,755773.8238253618,0.9691865648363369,424.0
344.0,1008150021,104 W 40th St,67.92225201072387,65.92225201072387,2,32.92225201072386,28.0,3,2,0,2,244129.72,244129.72,yes,1.0,Park House Plaza,A,C,,55.0,,1939270.0858213732,1.4102740485708345,199.0
345.0,1010197502,1585 Broadway,67.89097408400357,63.890974084003574,4,37.890974084003574,13.0,8,5,3,1,585458.84,585458.84,yes,1.0,Pyrus Mgmt,B,,,36.0,39.0,5097436.349745045,0.5693264069331424,68.0
346.0,1010297501,970 8th Avenue,67.88471849865951,65.88471849865951,2,30.884718498659517,23.0,12,0,0,2,187162.22,187162.22,yes,5.0,Soloviev Group,A,,,97.0,,1540340.539331409,0.3532142378600559,269.0
347.0,1012950023,"355 Lexington Ave,  New York,  NY 10017",67.733690795353,63.733690795353,4,21.733690795352995,20.0,20,2,0,4,76527.47,76527.47,yes,12.0,Rudin,A,A,,85.0,,562761.2790934364,0.3401220888888889,496.0
348.0,1001660027,80 Centre St,67.70509383378015,65.70509383378015,2,29.70509383378016,19.0,9,8,0,2,182689.43,182689.43,yes,4.0,New York State,B,B,,77.0,,1348383.146063595,0.285452234375,276.0
349.0,1009620001,520 1st Avenue,67.67024128686327,63.67024128686327,4,30.67024128686327,13.0,15,5,0,4,205619.72,205619.72,yes,21.0,City of New York,A,,LEED Gold,84.0,,1493915.7681160637,0.33797742540472037,244.0
350.0,1012890021,"515 Madison Ave,  New York,  NY 10022",67.59159964253797,63.59159964253798,4,22.59159964253798,21.0,20,0,0,4,84720.14,84720.14,yes,29.0,GFP Real Estate,A,A,,89.0,,623531.7849904168,0.255936620143798,467.0
351.0,1012880056,510 Madison Ave,67.5603217158177,64.5603217158177,3,27.560321715817693,19.0,13,5,0,3,122958.54,122958.54,yes,7.0,Boston Properties (BXP),A,B,,76.0,,965356.1781768581,0.42013694932396645,358.0
352.0,1012790001,535 Fifth Ave,67.45665773011618,64.45665773011618,3,31.456657730116174,21.0,12,0,0,3,218837.76,218837.76,yes,8.0,Moinian Group,A,B,,79.0,-4.0,1623138.3075376882,0.6585310190423458,227.0
353.0,1010090005,"152 W 57 St,  New York,  NY 10019",67.45576407506702,61.45576407506702,6,30.455764075067023,20.0,11,0,3,3,199838.87,199838.87,yes,4.0,TF Cornerstone,A,B,,78.0,21.0,1472103.0230090525,0.33318806291661246,251.0
354.0,1008570076,245 Fifth Ave,67.45218945487042,64.45218945487042,3,26.45218945487042,26.0,12,0,0,3,121705.14,121705.14,yes,8.0,Moinian Group,B,A,,87.0,-12.0,883460.5098231012,0.4705598923596209,362.0
355.0,1007760001,322-326 Eighth Ave,67.44459338695263,64.44459338695263,3,17.944593386952636,24.5,20,2,0,3,56132.75,56132.75,yes,29.0,GFP Real Estate,B,A,,91.0,,407468.96912301885,0.3235484837830204,600.0
356.0,1007950028,"111 W 19 St,  New York,  NY 10011",67.40571939231457,67.40571939231457,0,14.405719392314566,28.0,20,5,0,0,42742.01,42742.01,yes,24.0,Kaufman,C,C,,63.0,,313474.22862074303,0.2582395944729417,715.0
357.0,1008150026,1045 Avenue of the Americas,67.35120643431635,66.35120643431635,1,33.35120643431635,19.0,4,10,0,1,213103.49,213103.49,yes,1.0,Bank of China,B,,,60.0,,2097142.688489514,0.5269452020582919,240.0
358.0,1004910046,155 Avenue of the Americas,67.26988382484362,65.26988382484362,2,22.26988382484361,21.0,20,2,0,2,70433.67,70433.67,yes,10.0,Trinity Church,B,B,,82.0,-14.0,587595.6679925319,0.3856104130738277,521.0
359.0,1013050040,"830 3 Ave,  New York,  NY 10022",67.26452189454871,64.26452189454871,3,16.264521894548704,28.0,18,2,0,3,49383.8,49383.8,yes,11.0,Empire State Realty,B,A,,88.0,,360549.35435896675,0.32783095898777204,652.0
360.0,1007780036,"322 7 Ave,  New York,  NY 10001",67.19168900804289,66.19168900804289,1,14.691689008042895,26.5,20,5,0,1,43699.98,43699.98,yes,29.0,GFP Real Estate,B,C,,55.0,,320552.38658137,0.49874435060488476,704.0
361.0,1010850023,513 W 56th St,67.17336907953529,67.17336907953529,0,34.1733690795353,19.0,7,7,0,0,252279.74,252279.74,yes,2.0,CBS,C,,,1.0,,2370979.570784484,1.3556138635142396,195.0
362.0,1013070014,"600 Lexington Ave,  New York,  NY 10022",67.09562109025916,63.09562109025916,4,27.09562109025916,26.0,8,2,0,4,127595.93,127595.93,yes,1.0,Lex NY Equities,A,A,,88.0,,938511.2555627604,0.418118374529356,349.0
363.0,1008210014,"39 W 19 St,  New York,  NY 10011",67.05451295799821,67.05451295799821,0,21.054512957998213,28.0,15,3,0,0,66644.71,66644.71,yes,6.0,Abner Properties,C,N (exempt),,32.0,,534289.4933413698,0.6219642190533076,538.0
364.0,1012710071,"71 W 55 St,  New York,  NY 10019",67.02680965147454,65.02680965147454,2,30.02680965147453,24.0,11,0,0,2,173165.61,173165.61,yes,2.0,Barings,A,D,,49.0,9.0,1399392.1257770276,0.5559070757397248,288.0
365.0,1008470027,33 E 18th St,67.02234137622878,67.02234137622878,0,25.022341376228777,28.0,11,3,0,0,75027.73,75027.73,yes,3.0,Cannon Hill Capital,C,F,,20.0,,760481.5701502211,0.7375617356769297,499.0
366.0,1010320048,"330 W 42 St,  New York,  NY 10036",67.02055406613047,63.02055406613047,4,23.020554066130472,30.0,8,2,0,4,88151.84,88151.84,yes,1.0,Deco Towers Associates,A,A,,100.0,,639896.3060084763,0.15947146669078738,447.0
367.0,1012720066,"50 W 57 St,  New York,  NY 10019",67.01787310098302,66.01787310098302,1,20.01787310098302,24.0,20,2,0,1,57682.53,57682.53,yes,36.0,Vornado,B,D,,26.0,,477496.25126609544,0.7506543211483154,591.0
368.0,1013170007,211 E 43rd St,66.98570151921359,63.985701519213585,3,23.985701519213585,26.0,9,5,0,3,94520.78,94520.78,yes,3.0,Clarion Partners,B,A,,96.0,-11.0,693263.5436287837,0.5340157062146893,431.0
369.0,1004980009,"557 Broadway,  New York,  NY 10012",66.9816800714924,62.981680071492406,4,19.481680071492406,18.5,20,5,2,2,57570.05,57570.05,yes,36.0,Vornado,A,N (exempt),,39.0,16.0,459152.4091787527,0.5117337777777778,592.0
370.0,1005110001,"568-578 Broadway,  New York,  NY 10012",66.95174262734585,64.95174262734585,2,25.951742627345844,30.0,7,2,0,2,115712.94,115712.94,yes,4.0,Aurora Capital,A,C,,63.0,,852288.9350457381,0.3482644105749783,377.0
371.0,1008130055,"1385 Broadway,  New York,  NY 10018",66.91465594280608,63.91465594280608,3,24.41465594280608,24.5,13,2,0,3,98854.97,98854.97,yes,6.0,Columbia University,B,A,,90.0,,717590.5815871654,0.19797126206592702,415.0
372.0,1013080033,"880 3 Ave,  New York,  NY 10022",66.90974084003574,62.909740840035745,4,18.909740840035745,24.0,18,2,0,4,59756.06,59756.06,yes,10.0,Jack Resnick & Sons,A,A,,88.0,,437983.91138820245,0.42012205153443244,572.0
373.0,1000680036,100 William St,66.81680071492404,62.81680071492404,4,34.81680071492404,19.0,7,2,0,4,272303.89,272303.89,yes,4.0,Mitsui Fudosan America,A,B,LEED Certified - Silver,77.0,-12.0,2561562.2889521304,0.7220616514637251,183.0
374.0,1008760006,"257 Park Ave S, New York, NY 10010",66.80786416443253,64.80786416443253,2,24.80786416443253,20.0,15,5,0,2,87249.12,87249.12,yes,9.0,Feil Organization,A,N (exempt),,55.0,,741753.8956596351,0.3952645694404175,452.0
375.0,1010000001,20 Times Square,66.78016085790884,65.78016085790884,1,33.78016085790885,19.0,13,0,0,1,217594.58,217594.58,yes,6.0,Hilson Mgmt,B,D,,55.0,,2230754.7676869784,2.4467798630398847,230.0
376.0,1012950017,"63 W 38 St,  New York,  NY 10017",66.77077747989276,62.77077747989276,4,23.27077747989276,26.5,11,2,0,4,89144.75,89144.75,yes,6.0,Hilson Mgmt,B,B,LEED Gold,80.0,5.0,656326.9050965686,0.3740972248450437,444.0
377.0,1008620045,"30 E 33 St,  New York,  NY 10016",66.76586237712243,64.76586237712243,2,17.76586237712243,24.0,20,3,0,2,48593.41,48593.41,yes,10.0,Samco Properties,B,B,,74.0,,396474.4547858324,0.5307622823688752,659.0
378.0,1000200004,"39 Broadway,  New York,  NY 10006",66.70688114387846,63.70688114387846,3,31.706881143878462,24.0,8,0,0,3,228682.41,228682.41,yes,3.0,Cammeby's,B,A,,89.0,1.0,1686758.1466911666,0.5110883868747235,214.0
379.0,1000090001,One State Street Plz,66.67470956210903,64.67470956210903,2,35.67470956210902,17.0,7,5,0,2,370739.43,370739.43,yes,2.0,ACTA Realty,A,F,,72.0,,2942783.0934404274,0.5354171462571722,122.0
380.0,1000630003,22 Cortlandt St,66.67381590705988,61.673815907059875,5,34.673815907059875,19.0,4,4,2,3,308873.8,308873.8,yes,1.0,Mayore Estates,A,B,,71.0,19.0,2480049.1153400443,0.4767490642485047,160.0
381.0,1012750001,"461 5 Ave,  New York,  NY 10017",66.65862377122431,60.658623771224306,6,17.658623771224306,20.0,20,3,2,4,53550.37,53550.37,yes,29.0,SL Green,A,B,LEED Certified - Gold,72.0,18.0,393487.9358939519,0.22429662238008277,615.0
382.0,1008547501,1 East 24th Street,66.56836461126005,64.56836461126005,2,36.56836461126005,15.0,8,5,0,2,485412.13,485412.13,yes,1.0,PGIM,A,,,30.0,,3557726.500831122,0.29775208924242574,90.0
383.0,1008130031,1001 6th Ave,66.38203753351206,64.38203753351206,2,27.882037533512065,16.5,20,0,0,2,134438.99,134438.99,yes,14.0,ABS Partners,B,B,,73.0,,986841.2172443855,0.5578358181086385,332.0
384.0,1012900056,540 Madison Ave,66.35075960679177,64.35075960679177,2,32.850759606791776,18.5,11,2,0,2,241096.13,241096.13,yes,2.0,Divco West Services,A,D,,52.0,,1906676.30576927,0.8846525545624,202.0
385.0,1007620050,"318 W 39 St,  New York,  NY 10018",66.33243967828417,63.33243967828418,3,12.332439678284182,28.0,20,3,0,3,35208.32,35208.32,yes,29.0,GFP Real Estate,B,A,,91.0,,255578.03341103665,0.22496179109055128,761.0
386.0,1000290073,"44 Beaver St,  New York,  NY 10004",66.23547810545129,65.23547810545129,1,23.735478105451296,16.5,20,5,0,1,85996.39,85996.39,yes,21.0,City of New York,B,C,,69.0,,679494.1818238188,0.8811466658469609,462.0
387.0,1008690016,270 Madison Ave,66.12779267202859,64.12779267202859,2,23.127792672028598,19.0,20,2,0,2,87416.46,87416.46,yes,14.0,ABS Partners,B,B,,80.0,-12.0,641898.264291279,0.4022532061458607,451.0
388.0,1012880051,509 Madison Ave,66.05898123324397,64.05898123324397,2,26.05898123324397,30.0,3,5,0,2,109085.33,109085.33,yes,1.0,Kensico Properties,A,C,,65.0,,861130.9603830558,0.8138327650907572,388.0
389.0,1007880049,"530 7 Ave,  New York,  NY 10018",66.05719392314566,63.05719392314566,3,24.057193923145665,28.0,6,5,0,3,94855.64,94855.64,yes,1.0,Savitt Partners,B,A,,93.0,,697175.7030117097,0.27898717647058824,430.0
390.0,1008740001,225 Park Ave S,66.02412868632707,63.024128686327074,3,27.024128686327078,24.0,7,5,0,3,127134.23,127134.23,yes,2.0,Sagehall,B,A,,85.0,,932899.6165882174,0.27913920487604593,351.0
391.0,1008570038,386 Park Ave S,65.9544235924933,61.9544235924933,4,28.9544235924933,28.0,5,0,1,3,162554.96,162554.96,yes,1.0,Black Bear Asset Mgmt,B,B,LEED Certified - Silver,70.0,12.0,1216637.9241715623,0.7002664851615238,305.0
392.0,1012590001,1120 Avenue of the Americas,65.88561215370866,61.885612153708664,4,31.885612153708667,19.0,4,7,0,4,210059.4,210059.4,yes,1.0,Edison Properties,A,B,LEED Certified - Silver,81.0,4.0,1707075.1308821212,0.34156,243.0
393.0,1009940045,130 W 42nd St,65.87935656836461,62.879356568364614,3,24.87935656836461,30.0,8,0,0,3,97076.24,97076.24,yes,1.0,China Vanke Co,B,A,,98.0,,748798.0299201051,0.4456002386908724,422.0
394.0,1000430002,40 Wall St,65.85344057193923,61.85344057193923,4,35.85344057193923,17.0,4,5,0,4,415855.19,415855.19,yes,1.0,Trump Organization,A,A,,90.0,,3061376.6478524315,0.3918408327255801,107.0
395.0,1012980023,"425 Lexington Ave,  New York,  NY 10017",65.81367292225201,62.81367292225201,3,31.31367292225201,16.5,11,4,0,3,217246.65,217246.65,yes,4.0,Vanbarton Group,A,B,,76.0,,1600891.8545649059,0.32180588843495495,232.0
396.0,1007890036,"550 7 Ave,  New York,  NY 10018",65.80607685433422,63.80607685433422,2,22.806076854334226,28.0,11,2,0,2,85097.31,85097.31,yes,2.0,Adler Group,B,B,,79.0,,629966.9752450535,0.37656842831919496,465.0
397.0,1000500001,"115 Broadway,  New York,  NY 10006",65.77658623771225,59.776586237712245,6,29.776586237712245,20.0,8,2,0,6,184296.69,184296.69,yes,1.0,Capital Properties,A,B,LEED Platinum,80.0,,1357673.0054827544,0.460741725,275.0
398.0,1002330026,148 Lafayette St,65.76943699731903,61.76943699731903,4,21.769436997319033,21.0,16,3,0,4,69635.58,69635.58,yes,11.0,Tishman Speyer,A,B,LEED Certified - Gold,79.0,6.0,563466.3716348007,0.5392463700778255,525.0
399.0,1008400042,"424 5 Ave,  New York,  NY 10018",65.73637176050045,63.73637176050045,2,24.736371760500447,21.0,8,10,0,2,101811.94,101811.94,yes,1.0,Amazon,A,,,99.0,,739055.2972411765,0.14686052482776926,408.0
400.0,1008290036,"236 5 Ave,  New York,  NY 10001",65.6988382484361,65.6988382484361,0,22.698838248436104,20.0,20,3,0,0,64312.68,64312.68,yes,24.0,Kaufman,C,D,,19.0,,629280.1257308698,0.9856802611614327,550.0
401.0,1000430001,"44 Wall St,  New York,  NY 10005",65.59606791778373,62.596067917783735,3,27.596067917783735,24.0,9,2,0,3,131453.04,131453.04,yes,2.0,EQ Office,B,A,,86.0,,967107.3443858267,0.45477770205051743,339.0
402.0,1008380076,"48 W 37 St,  New York,  NY 10018",65.5875781948168,64.5875781948168,1,18.0875781948168,24.5,20,2,0,1,53822.46,53822.46,yes,10.0,Adams & Company,B,N (exempt),,78.0,,414264.59951774566,0.41203797129186603,613.0
403.0,1013060042,150 E 52nd St,65.55987488829312,62.55987488829312,3,27.05987488829312,24.5,8,3,0,3,126151.9,126151.9,yes,2.0,Princeton International Properties,A,B,,74.0,,937940.7777809447,0.41410156249999996,352.0
