final_rank,bbl,address,total_score,core_score,bonus_score,cost_savings_score,bas_automation_score,ownership_score,complexity_score,energy_star_bonus,prestige_bonus,total_1yr,utility_savings_annual,Has Building Automation,owner_building_count,ownername,Class,LL33 grade,GreenRating,Latest_ENERGY_STAR_Score,energy_star_gap,total_10_year_savings,savings_per_sqft,odcv_rank
626.0,1012750059,"292 Madison Ave,  New York,  NY 10017",54.83378016085791,50.83378016085791,4,13.83378016085791,21.0,11,5,0,4,40187.12,40187.12,yes,2.0,American Exchange Group,A,A,,87.0,-2.0,297200.24791563913,0.2360754273629795,729.0
627.0,1005207503,200 Varick Street,54.77569258266309,53.77569258266309,1,28.77569258266309,19.0,4,2,0,1,116120.5,116120.5,yes,1.0,ABC Realty,B,,,100.0,,1163861.3192266792,0.5654815240469837,376.0
628.0,1012770069,"511 5 Ave,  New York,  NY 10017",54.72832886505809,51.72832886505809,3,15.728328865058087,20.0,11,5,0,3,47601.8,47601.8,yes,4.0,Aurora Capital,B,A,,94.0,,345542.5998975664,0.37889868823229755,667.0
629.0,1005800065,175 Varick St,54.72117962466488,51.72117962466488,3,7.721179624664879,21.0,18,5,0,3,22962.96,22962.96,yes,11.0,Tishman Speyer,C,A,LEED Certified - Gold,96.0,-19.0,166688.6735321736,0.1664284109440116,901.0
630.0,1008560009,"11 E 26 St,  New York,  NY 10010",54.699285075960674,52.699285075960674,2,23.199285075960677,16.5,11,2,0,2,86105.88,86105.88,yes,2.0,Rockrose Development,B,B,,72.0,,644375.1929767535,0.39499740814987777,461.0
631.0,1008490070,915 Broadway,54.68990169794459,51.68990169794459,3,12.689901697944594,19.0,20,0,0,3,35822.92,35822.92,yes,14.0,ABS Partners,B,A,,86.0,4.0,260039.4294485193,0.1660467229072031,757.0
632.0,1002210030,"200 Hudson St,  New York,  NY 10013",54.65773011617516,51.65773011617516,3,16.657730116175156,20.0,11,4,0,3,50858.86,50858.86,yes,8.0,Hines,B,A,,92.0,-17.0,369185.6760086036,0.1548615623525113,638.0
633.0,1010280033,200 W 57th St,54.628239499553175,53.628239499553175,1,23.62823949955317,19.0,11,0,0,1,79829.34,79829.34,yes,4.0,Rockpoint,B,,,44.0,,675864.1409093802,0.6397504447756888,483.0
634.0,1005110012,"592 Broadway,  New York,  NY 10012",54.62109025915996,51.62109025915996,3,15.621090259159963,19.0,15,2,0,3,47425.05,47425.05,yes,7.0,Olmstead Properties,B,A,,90.0,,344259.5674380398,0.2045593944099379,669.0
635.0,1008260057,"24-28 W 25 St,  New York,  NY 10010",54.613047363717605,51.613047363717605,3,6.613047363717605,28.0,15,2,0,3,20412.98,20412.98,yes,7.0,Savanna Real Estate,B,A,,93.0,7.0,148178.3079811483,0.17780412173579777,930.0
636.0,1008730067,"215 Park Ave S,  New York,  NY 10003",54.58713136729223,52.58713136729223,2,17.587131367292226,13.0,20,2,0,2,53887.93,53887.93,yes,29.0,SL Green,B,B,,81.0,-6.0,391173.7672797681,0.16166055678886423,612.0
637.0,1012860043,"34 E 51 St,  New York,  NY 10022",54.5840035746202,52.5840035746202,2,14.084003574620196,22.5,11,5,0,2,36294.13,36294.13,yes,2.0,Sedesco,A,F,,57.0,,303740.8146126549,0.48746397152642534,755.0
638.0,1010137501,640 Eighth Avenue,54.53083109919571,51.53083109919571,3,34.53083109919571,13.0,4,0,0,3,237014.06,237014.06,yes,1.0,SJP Properties,A,,LEED Certified - Silver,93.0,-3.0,2453290.32162289,0.987073272307782,206.0
639.0,1012950040,630 Third Ave,54.44861483467382,50.44861483467382,4,22.448614834673815,17.0,9,2,0,4,83521.38,83521.38,yes,3.0,ATCO,A,B,LEED Certified - Silver,76.0,,613397.7248104848,0.39625471469847284,472.0
640.0,1008360020,19 W 34th St,54.41197497765862,51.41197497765862,3,21.411974977658623,24.0,4,2,0,3,73926.12,73926.12,yes,1.0,17 West 34th Street Co,B,A,,92.0,-3.0,546602.9422294645,0.38114695525296843,507.0
641.0,1007870059,230 W 38th St,54.36952636282395,52.36952636282395,2,13.86952636282395,16.5,20,2,0,2,40331.17,40331.17,yes,12.0,Rosen Equities,C,A,,97.0,,297735.7675122095,0.29249436132485296,728.0
642.0,1004740030,"483 Broadway,  New York,  NY 10013",54.35790884718499,50.35790884718499,4,0.8579088471849866,24.5,20,5,3,1,5624.6,5624.6,yes,36.0,Vornado,B,C,,69.0,21.0,40829.1053570212,0.09815199371782568,1096.0
643.0,1008340080,1270 Broadway,54.34763181411975,53.34763181411975,1,29.34763181411975,20.0,4,0,0,1,162998.49,162998.49,yes,1.0,CNA Hardy,B,D,,46.0,,1285384.762318608,1.3854525286867827,303.0
644.0,1005310020,"383 Lafayette St,  New York,  NY 10003",54.3248436103664,51.3248436103664,3,3.8248436103663987,24.5,16,7,0,3,12752.3,12752.3,yes,10.0,New York University (NYU),B,A,,90.0,0.0,93071.274968034,0.18763315873109293,1013.0
645.0,1012917501,2 East 56th Street,54.30384271671135,52.30384271671135,2,20.30384271671135,19.0,8,5,0,2,66799.36,66799.36,yes,1.0,CBRE,A,,,86.0,,488384.770419911,0.1835076672875219,537.0
646.0,1006980001,"244 11 Ave,  New York,  NY 10001",54.295799821268986,51.295799821268986,3,11.29579982126899,13.0,20,7,0,3,32140.02,32140.02,yes,36.0,Vornado,B,A,,88.0,,235546.41628327742,0.18451551789466433,790.0
647.0,1007890052,"218 W 40 St,  New York,  NY 10018",54.26809651474531,51.26809651474531,3,20.26809651474531,20.0,9,2,0,3,66281.87,66281.87,yes,3.0,Block Buildings,B,A,,96.0,,485580.5330497107,0.3985321227790638,540.0
648.0,1007760059,"236 W 27 St,  New York,  NY 10001",54.18230563002681,53.18230563002681,1,4.18230563002681,24.0,20,5,0,1,13505.52,13505.52,yes,12.0,Rosen Equities,C,B,,74.0,,98036.89133118035,0.1431715978840466,1003.0
649.0,1008690054,275 Madison Ave,54.1331546023235,51.1331546023235,3,29.133154602323504,19.0,3,0,0,3,146014.16,146014.16,yes,1.0,RPW Group,B,A,,89.0,,1232752.4214373683,0.5191374620906412,317.0
650.0,1010750001,535 W 46th St,54.12689901697945,52.12689901697945,2,22.126899016979447,17.0,7,6,0,2,78435.11,78435.11,yes,2.0,Gorjian Real Estate Group,B,,LEED Certified - Silver,60.0,,582298.7296095433,0.14795448286269405,488.0
651.0,1010080037,"56 W 56 St,  New York,  NY 10019",54.11260053619303,52.11260053619303,2,6.112600536193029,28.0,15,3,0,2,19254.96,19254.96,yes,7.0,Savanna Real Estate,A,N (exempt),,81.0,,139772.21322142534,0.21987324860402177,943.0
652.0,1008270049,1133 Broadway,54.09294012511171,51.09294012511171,3,24.092940125111706,19.0,8,0,0,3,79463.57,79463.57,yes,2.0,Kew Mgmt,B,A,,95.0,,697226.8877551804,0.43382888932564645,484.0
653.0,1005450053,"400 Lafayette St,  New York,  NY 10003",54.03887399463807,53.03887399463807,1,3.53887399463807,22.5,20,7,0,1,12531.93,12531.93,yes,10.0,New York University (NYU),B,N (exempt),,75.0,,90969.57833389303,0.13468242197575445,1019.0
654.0,1013100063,126 E 56th St,54.014298480786415,52.014298480786415,2,16.014298480786415,28.0,8,0,0,2,48317.24,48317.24,yes,3.0,Sovereign Partners,A,,,71.0,4.0,354694.3873553332,0.28158376604833585,661.0
655.0,1013747501,41 East 59th Street,53.98123324396783,52.98123324396783,1,18.98123324396783,30.0,4,0,0,1,60783.72,60783.72,yes,1.0,Con Edison,B,,,39.0,,441230.4711218001,0.19955586926902938,567.0
656.0,1001770002,250 Church Street,53.94995531724754,52.94995531724754,1,23.949955317247543,23.0,4,2,0,1,93803.39,93803.39,yes,1.0,AFSCME,B,,,100.0,,687880.7935661,0.3083588865293456,434.0
657.0,1012640040,"608 5 Ave,  New York,  NY 10020",53.94414655942806,52.94414655942806,1,17.44414655942806,22.5,8,5,0,1,53145.51,53145.51,yes,1.0,Omnispective Mgmt,B,,,,,389986.6346960662,0.3889255527014863,620.0
658.0,1008020056,"122 W 27 St,  New York,  NY 10001",53.934763181411974,51.934763181411974,2,6.934763181411975,22.0,20,3,0,2,21321.48,21321.48,yes,12.0,Rosen Equities,C,A,,87.0,,154773.13111823425,0.18178274547919276,924.0
659.0,1005540035,51 Astor Pl,53.88025022341376,52.88025022341376,1,25.88025022341376,13.0,6,8,0,1,106175.22,106175.22,yes,2.0,Edward J. Minskoff Equities,C,B,,84.0,-23.0,840665.5607517442,0.27518581969826167,400.0
660.0,1006030028,95 Morton St,53.800714924039326,51.800714924039326,2,16.800714924039323,21.0,9,5,0,2,50893.42,50893.42,yes,4.0,Meadow Partners,B,B,,76.0,,373392.8697339672,0.3297743766523249,637.0
661.0,1001347501,257 Broadway,53.734584450402146,52.734584450402146,1,22.734584450402146,13.0,15,2,0,1,86700.69,86700.69,yes,21.0,City of New York,B,,,24.0,,629362.3735974887,0.3241898683059251,458.0
662.0,1007120029,"47 9 Ave,  New York,  NY 10011",53.65058087578195,51.65058087578195,2,8.650580875781948,30.0,8,5,0,2,23039.24,23039.24,yes,1.0,Tavros Capital Partners,A,D,,20.0,,181978.7158492315,0.3704117429540668,900.0
663.0,1012950058,"370 Lexington Ave,  New York,  NY 10017",53.63181411974978,52.63181411974978,1,27.631814119749777,17.0,8,0,0,1,119391.08,119391.08,yes,4.0,Triangle Assets,B,C,,55.0,,968995.2532445119,0.48673042740896566,366.0
664.0,1008390009,"49 W 37 St,  New York,  NY 10018",53.584450402144775,50.584450402144775,3,14.584450402144773,13.0,20,3,0,3,43142.34,43142.34,yes,10.0,Samco Properties,B,A,,87.0,,318933.0213832867,0.30619554571392066,710.0
665.0,1008010024,"119-125 W 25 St,  New York,  NY 10001",53.508489722966935,51.508489722966935,2,9.508489722966935,28.0,11,3,0,2,26575.46,26575.46,yes,3.0,AFIAA,B,B,,75.0,,195466.2751927107,0.20609599292732672,855.0
666.0,1008380012,"53 W 36 St,  New York,  NY 10018",53.437890974084006,52.437890974084006,1,10.437890974084004,28.0,11,3,0,1,25717.8,25717.8,yes,3.0,Fatollah Hematian,B,C,,64.0,,215739.6381738044,0.3649726814730717,863.0
667.0,1005970001,"515 Greenwich St,  New York,  NY 10013",53.43297587131367,50.43297587131367,3,4.932975871313673,22.5,20,3,0,3,15260.91,15260.91,yes,10.0,Trinity Church,A,B,,75.0,,113059.82623521067,0.25599110962006205,988.0
668.0,1012930026,"595 Madison Ave,  New York,  NY 10022",53.377122430741736,50.377122430741736,3,22.377122430741732,17.0,8,3,0,3,78329.56,78329.56,yes,1.0,Fuller Madison,A,B,,76.0,-2.0,602721.6516783739,0.2567870782888633,490.0
669.0,1008050003,"345 7 Ave,  New York,  NY 10001",53.36729222520107,49.36729222520107,4,11.367292225201073,30.0,8,0,0,4,32588.55,32588.55,yes,1.0,Katan Realty Group,A,A,,97.0,,236561.06058787348,0.17122579797714435,782.0
670.0,1005630031,"817 Broadway,  New York,  NY 10003",53.30205540661305,50.30205540661305,3,18.302055406613047,21.0,8,3,0,3,55164.0,55164.0,yes,1.0,Squire Investments,A,C,Energy Star,60.0,,422187.7632739758,0.47968695652173915,603.0
671.0,1008930025,303 Lexington Avenue,53.16175156389633,51.16175156389633,2,21.161751563896335,17.0,13,0,0,2,64710.61,64710.61,yes,8.0,Cohen Brothers,A,,LEED Silver,76.0,0.0,537785.706410256,0.36122522914782684,548.0
672.0,1008370058,"20 W 36 St,  New York,  NY 10018",53.151027703306525,52.151027703306525,1,9.151027703306523,20.0,20,3,0,1,25532.56,25532.56,yes,12.0,Rosen Equities,C,B,,70.0,,191285.19042688466,0.35692901277714095,865.0
673.0,1017230010,55 W 125th St,53.1295799821269,52.1295799821269,1,25.1295799821269,15.0,8,4,0,1,87094.48,87094.48,yes,2.0,DWS Group,B,D,,53.0,,769336.8147712334,0.3819648534977655,454.0
674.0,1012820034,59 East 46th Street,53.12511170688114,50.12511170688114,3,20.125111706881142,13.0,15,2,0,3,66058.59,66058.59,yes,8.0,Hines,A,C,LEED Certified - Gold,72.0,-5.0,479520.87807955535,0.1270887851276398,541.0
675.0,1017740001,1825 Park Ave,53.11796246648794,51.11796246648794,2,12.117962466487935,28.0,8,3,1,1,33695.37,33695.37,yes,1.0,TPG Capital,B,,,71.0,14.0,246962.39910024474,0.2995144,772.0
676.0,1008370048,390 5th Ave,53.0911528150134,52.0911528150134,1,22.091152815013405,17.0,13,0,0,1,78894.2,78894.2,yes,6.0,Hilson Mgmt,B,D,,53.0,,579207.0865400126,0.5907730785359132,486.0
677.0,1000880010,"80 Maiden Lane,  New York,  NY 10007",53.08534405719392,51.08534405719392,2,15.585344057193923,24.5,9,2,0,2,45108.57,45108.57,yes,3.0,Greystone,B,B,,71.0,,342191.5548468103,0.626864881390792,688.0
678.0,1008200026,"23 W 18 St,  New York,  NY 10011",53.007149240393204,50.007149240393204,3,8.007149240393208,21.0,16,5,0,3,23731.15,23731.15,yes,24.0,Kaufman,B,A,,98.0,,172264.983037598,0.12398719958202718,889.0
679.0,1008140046,"108 W 39 St,  New York,  NY 10018",52.97855227882037,49.97855227882037,3,15.978552278820375,21.0,13,0,0,3,48249.62,48249.62,yes,6.0,Joseph P. Day,B,A,,91.0,,351264.08612607984,0.40563283423988433,662.0
680.0,1008270008,45 W 25th St,52.94280607685433,52.94280607685433,0,15.942806076854334,26.0,8,3,0,0,43825.68,43825.68,yes,3.0,Bonafide Estates,C,,,90.0,,350491.8055614771,0.4812042821850124,701.0
681.0,1007640001,80 8th Ave,52.761394101876675,49.761394101876675,3,12.761394101876675,17.0,20,0,0,3,36480.37,36480.37,yes,29.0,GFP Real Estate,B,A,,91.0,,264811.87465652946,0.1969803669586065,754.0
682.0,1005450006,"708 Broadway,  New York,  NY 10003",52.61572832886506,51.61572832886506,1,9.615728328865059,21.0,16,5,0,1,26993.34,26993.34,yes,10.0,New York University (NYU),B,N (exempt),,45.0,,199411.26965477123,0.21230692999221348,847.0
683.0,1005460026,"21 W 4 St,  New York,  NY 10012",52.6076854334227,51.6076854334227,1,0.6076854334226989,28.0,18,5,0,1,4675.99,4675.99,yes,10.0,New York University (NYU),B,N (exempt),,85.0,,33943.12277466443,0.08249223766847788,1103.0
684.0,1008220009,37 W 20th St,52.54602323503128,50.54602323503128,2,11.546023235031278,19.0,20,0,0,2,32976.75,32976.75,yes,12.0,Rosen Equities,C,A,,93.0,5.0,239379.01363335154,0.3112717335900776,779.0
685.0,1013030033,"776 3 Ave,  New York,  NY 10017",52.52144772117963,51.52144772117963,1,24.021447721179623,16.5,11,0,0,1,94364.76,94364.76,yes,4.0,TIAA-CREF,C,B,,75.0,5.0,694843.3961117694,0.1831678125400344,432.0
686.0,1007790041,"352 7 Ave,  New York,  NY 10001",52.515638963360146,51.515638963360146,1,17.515638963360143,20.0,11,3,0,1,52943.18,52943.18,yes,2.0,AM Property Holding,B,D,,52.0,,390936.600257588,0.4152797126004016,623.0
687.0,1006460027,432 West 14th Street,52.47006255585344,51.47006255585344,1,6.47006255585344,28.0,15,2,0,1,18742.71,18742.71,yes,8.0,RFR Realty,B,D,,39.0,,145942.44513615884,0.34929945208542995,952.0
688.0,1005110008,"584-590 Broadway,  New York,  NY 10012",52.436550491510275,48.436550491510275,4,8.936550491510276,22.5,15,2,0,4,25870.02,25870.02,yes,7.0,Olmstead Properties,A,A,,96.0,,187791.0913075144,0.10152192510850712,861.0
689.0,1007940030,"615 Ave Of The Americas,  New York,  NY 10011",52.40705987488829,51.40705987488829,1,15.907059874888294,16.5,12,7,0,1,43469.25,43469.25,yes,9.0,RXR Realty,B,N (exempt),,26.0,,350455.19004544365,0.32382947815398366,707.0
690.0,1013160030,801 Second Ave,52.37890974084004,50.37890974084004,2,24.378909740840037,20.0,4,2,0,2,84542.91,84542.91,yes,1.0,Tri Realty,B,B,,82.0,,714726.0915894886,0.5978651137135099,469.0
691.0,1012830058,18 E 48th St,52.306970509383376,48.306970509383376,4,23.80697050938338,18.5,4,2,2,2,88033.09,88033.09,yes,1.0,Win Property Mgmt,B,B,,75.0,15.0,680679.0027375945,0.7483961438080745,448.0
692.0,1012790009,11 E 44th St,52.30563002680965,51.30563002680965,1,22.305630026809652,17.0,7,5,0,1,81240.67,81240.67,yes,2.0,Delv Holdings ,B,F,,,,595971.1672758303,0.7319045216623573,477.0
693.0,1005107502,35 East Houston Street,52.3047363717605,51.3047363717605,1,21.3047363717605,13.0,15,2,0,1,73686.22,73686.22,yes,8.0,Hines,B,,,92.0,,544316.5581812124,0.373649109818617,509.0
694.0,1008610057,149 Madison Ave,52.26184092940125,51.26184092940125,1,13.26184092940125,30.0,6,2,0,1,39010.06,39010.06,yes,1.0,Enchante Accessories,B,,,99.0,,283174.9546143225,0.32779910256625716,739.0
695.0,1006960065,210 Eleventh Ave,52.151474530831095,52.151474530831095,0,9.651474530831099,20.5,20,2,0,0,27631.87,27631.87,yes,14.0,ABS Partners,C,,,,,200580.4024182188,0.2556589039701705,842.0
696.0,1007860013,"255 W 36 St,  New York,  NY 10018",52.11840929401251,48.11840929401251,4,12.618409294012512,24.5,8,3,3,1,34908.9,34908.9,yes,4.0,Triangle Assets,B,N (exempt),,60.0,30.0,258544.37062192813,0.28979901875326874,762.0
697.0,1007950044,"641 Ave Of The Americas,  New York,  NY 10011",52.08936550491511,49.08936550491511,3,20.089365504915104,13.0,11,5,0,3,65322.22,65322.22,yes,2.0,Spear Street,A,B,,70.0,-16.0,479209.4579717846,0.3756503786854984,543.0
698.0,1005230048,611 Broadway,52.056300268096514,51.056300268096514,1,23.056300268096514,15.0,8,5,0,1,74834.37,74834.37,yes,3.0,M.D. Carlisle,B,,,71.0,,640270.9387610437,0.36518821979308996,502.0
699.0,1008210032,"11 W 19 St,  New York,  NY 10011",52.052278820375335,49.052278820375335,3,18.552278820375335,16.5,9,5,0,3,57916.88,57916.88,yes,3.0,Block Buildings,B,A,,86.0,-16.0,426106.19764513115,0.20380350482088816,588.0
700.0,1008550016,352 Park Ave S,52.05183199285076,49.05183199285076,3,18.051831992850758,20.0,8,3,0,3,56556.57,56556.57,yes,3.0,M.D. Carlisle,B,A,,88.0,-13.0,410545.48859683255,0.3057111891891892,599.0
701.0,1012750050,295 Madison Ave,51.91018766756032,48.91018766756032,3,19.410187667560322,22.5,7,0,0,3,63036.3,63036.3,yes,3.0,Eretz Group,C,A,LEED Certified,92.0,-5.0,457582.00298986514,0.20933390451900855,558.0
702.0,1004730001,"462 Broadway,  New York,  NY 10013",51.8632707774799,50.8632707774799,1,6.863270777479893,21.0,18,5,0,1,20751.19,20751.19,yes,36.0,Vornado,B,,,9.0,,151519.4326162116,0.14711939028713222,926.0
703.0,1008610001,"303 5 Ave,  New York,  NY 10016",51.84092940125112,49.84092940125112,2,21.840929401251117,17.0,11,0,0,2,65496.52,65496.52,yes,2.0,Regency Property,B,B,,79.0,,568051.3762050015,0.4081949966968726,542.0
704.0,1008360043,"366 5 Ave, New York, NY 10001",51.79088471849866,48.79088471849866,3,5.79088471849866,28.0,15,0,0,3,18563.92,18563.92,yes,6.0,Joseph P. Day,B,A,,100.0,,134755.93740342653,0.12027938317999222,954.0
705.0,1005630046,"57 E 11 St,  New York,  NY 10003",51.786416443252904,48.786416443252904,3,0.7864164432529044,28.0,15,5,0,3,4982.27,4982.27,yes,6.0,Winter Organization,B,A,,94.0,,36166.41658911319,0.0865202743770079,1098.0
706.0,1008320001,"856 Ave Of The Americas,  New York,  NY 10001",51.75826630920464,49.75826630920464,2,9.258266309204647,20.5,20,0,0,2,26594.12,26594.12,yes,12.0,Durst,A,,,68.0,,193047.35045287924,0.1414784038133136,853.0
707.0,1004960036,"71 Spring St,  New York,  NY 10012",51.75424486148347,50.75424486148347,1,4.754244861483468,30.0,11,5,0,1,15080.89,15080.89,yes,2.0,United American,B,C,,68.0,,111131.95308276976,0.2676764288249911,989.0
708.0,1006620003,"Pier 57 (25 11th Avenue), New York, NY 10011",51.70866845397676,51.70866845397676,0,33.70866845397676,13.0,0,5,0,0,265019.64,265019.64,yes,,,,,,55.0,,2218338.0455793953,0.42020253846946626,187.0
709.0,1008190010,"47 W 17 St,  New York,  NY 10011",51.656836461126005,48.656836461126005,3,15.656836461126005,21.0,8,4,0,3,46689.62,46689.62,yes,1.0,Argo Real Estate,B,A,,91.0,,344347.43074869807,0.22778757867004928,674.0
710.0,1013190012,227 E 45th St,51.40929401251117,49.40929401251117,2,18.40929401251117,19.0,7,5,0,2,58414.76,58414.76,yes,2.0,Republic Investment,B,B,,81.0,,424034.1340619969,0.38527843183811844,585.0
711.0,1012830017,"400 Madison Ave,  New York,  NY 10017",51.40482573726541,46.40482573726541,5,13.404825737265416,13.0,20,0,1,4,39165.12,39165.12,yes,29.0,SL Green,A,A,,86.0,14.0,287114.9948359842,0.2679037697259065,737.0
712.0,1012630071,"1212 Ave Of The Americas,  New York,  NY 10036",51.36550491510277,47.36550491510277,4,9.36550491510277,21.0,15,2,0,4,26801.29,26801.29,yes,5.0,Stawski Partners,A,A,,89.0,,194551.20241689697,0.10768067787348934,850.0
713.0,1007890021,"231 W 39 St,  New York,  NY 10018",51.30026809651474,46.30026809651474,5,16.300268096514746,20.0,8,2,0,5,49722.8,49722.8,yes,1.0,Schur Mgt Company,B,A,LEED Gold,93.0,,360938.98941188597,0.2275039120050513,648.0
714.0,1019660095,450 W 126th St,51.29133154602324,49.29133154602324,2,6.291331546023235,28.0,8,7,0,2,19578.15,19578.15,yes,3.0,Janus Property,A,,,,,142118.2571286073,0.07502212940432626,939.0
715.0,1008810001,"351 Park Ave S,  New York,  NY 10010",51.23503127792672,49.23503127792672,2,23.23503127792672,13.0,9,4,0,2,89045.9,89045.9,yes,3.0,M.D. Carlisle,B,B,,76.0,,656288.8016277007,0.3307416307928879,445.0
716.0,1013090066,"1049 Park Ave,  New York,  NY 10022",51.22252010723861,47.22252010723861,4,9.222520107238607,28.0,5,5,0,4,25261.29,25261.29,yes,1.0,Parkoff Organization,B,N (exempt),LEED Platinum,45.0,,192754.92622159526,0.3460450684931507,868.0
717.0,1019670045,"461 W 126 St,  New York,  NY 10027",51.22207327971403,49.22207327971403,2,8.72207327971403,26.5,11,3,0,2,25223.96,25223.96,yes,3.0,Janus Property,A,,,100.0,,183101.3263807717,0.16442830695418634,870.0
718.0,1005050001,150 Varick St,51.15996425379804,47.15996425379804,4,19.159964253798034,19.0,4,5,3,1,60093.39,60093.39,yes,1.0,W&M Operating,B,,,14.0,30.0,448541.654840518,0.2806659660921956,571.0
719.0,1001240004,"11 Park Pl,  New York,  NY 10128",51.15817694369973,49.15817694369973,2,17.158176943699733,17.0,15,0,0,2,52229.32,52229.32,yes,6.0,Stahl Organization,B,C,Energy Star,65.0,,382875.521435709,0.2547771707317073,627.0
720.0,1022150824,"4116-4130 9 Ave,  New York,  NY 10034",51.14298480786417,47.14298480786417,4,0.14298480786416443,22.0,20,5,0,4,3189.34,3189.34,yes,21.0,City of New York,A,A,,99.0,-24.0,23151.495018198984,0.06133346153846154,1116.0
