bbl,address,office_sqft,total_gross_floor_area,elec_tariff,gas_tariff,steam_tariff,Gas_Jan_2023_kBtu,Gas_Feb_2023_kBtu,Gas_Mar_2023_kBtu,Gas_Apr_2023_kBtu,Gas_May_2023_kBtu,Gas_Jun_2023_kBtu,Gas_Jul_2023_kBtu,Gas_Aug_2023_kBtu,Gas_Sep_2023_kBtu,Gas_Oct_2023_kBtu,Gas_Nov_2023_kBtu,Gas_Dec_2023_kBtu,District_Steam_Jan_2023_kBtu,District_Steam_Feb_2023_kBtu,District_Steam_Mar_2023_kBtu,District_Steam_Apr_2023_kBtu,District_Steam_May_2023_kBtu,District_Steam_Jun_2023_kBtu,District_Steam_Jul_2023_kBtu,District_Steam_Aug_2023_kBtu,District_Steam_Sep_2023_kBtu,District_Steam_Oct_2023_kBtu,District_Steam_Nov_2023_kBtu,District_Steam_Dec_2023_kBtu,Elec_HVAC_Jan_2023_kBtu,Elec_HVAC_Feb_2023_kBtu,Elec_HVAC_Mar_2023_kBtu,Elec_HVAC_Apr_2023_kBtu,Elec_HVAC_May_2023_kBtu,Elec_HVAC_Jun_2023_kBtu,Elec_HVAC_Jul_2023_kBtu,Elec_HVAC_Aug_2023_kBtu,Elec_HVAC_Sep_2023_kBtu,Elec_HVAC_Oct_2023_kBtu,Elec_HVAC_Nov_2023_kBtu,Elec_HVAC_Dec_2023_kBtu,Elec_NonHVAC_Jan_2023_kBtu,Elec_NonHVAC_Feb_2023_kBtu,Elec_NonHVAC_Mar_2023_kBtu,Elec_NonHVAC_Apr_2023_kBtu,Elec_NonHVAC_May_2023_kBtu,Elec_NonHVAC_Jun_2023_kBtu,Elec_NonHVAC_Jul_2023_kBtu,Elec_NonHVAC_Aug_2023_kBtu,Elec_NonHVAC_Sep_2023_kBtu,Elec_NonHVAC_Oct_2023_kBtu,Elec_NonHVAC_Nov_2023_kBtu,Elec_NonHVAC_Dec_2023_kBtu,Gas_Jan_2023_Cost_USD,Gas_Feb_2023_Cost_USD,Gas_Mar_2023_Cost_USD,Gas_Apr_2023_Cost_USD,Gas_May_2023_Cost_USD,Gas_Jun_2023_Cost_USD,Gas_Jul_2023_Cost_USD,Gas_Aug_2023_Cost_USD,Gas_Sep_2023_Cost_USD,Gas_Oct_2023_Cost_USD,Gas_Nov_2023_Cost_USD,Gas_Dec_2023_Cost_USD,Steam_Jan_2023_Cost_USD,Steam_Feb_2023_Cost_USD,Steam_Mar_2023_Cost_USD,Steam_Apr_2023_Cost_USD,Steam_May_2023_Cost_USD,Steam_Jun_2023_Cost_USD,Steam_Jul_2023_Cost_USD,Steam_Aug_2023_Cost_USD,Steam_Sep_2023_Cost_USD,Steam_Oct_2023_Cost_USD,Steam_Nov_2023_Cost_USD,Steam_Dec_2023_Cost_USD,Elec_HVAC_Jan_2023_Cost_USD,Elec_HVAC_Feb_2023_Cost_USD,Elec_HVAC_Mar_2023_Cost_USD,Elec_HVAC_Apr_2023_Cost_USD,Elec_HVAC_May_2023_Cost_USD,Elec_HVAC_Jun_2023_Cost_USD,Elec_HVAC_Jul_2023_Cost_USD,Elec_HVAC_Aug_2023_Cost_USD,Elec_HVAC_Sep_2023_Cost_USD,Elec_HVAC_Oct_2023_Cost_USD,Elec_HVAC_Nov_2023_Cost_USD,Elec_HVAC_Dec_2023_Cost_USD,Elec_NonHVAC_Jan_2023_Cost_USD,Elec_NonHVAC_Feb_2023_Cost_USD,Elec_NonHVAC_Mar_2023_Cost_USD,Elec_NonHVAC_Apr_2023_Cost_USD,Elec_NonHVAC_May_2023_Cost_USD,Elec_NonHVAC_Jun_2023_Cost_USD,Elec_NonHVAC_Jul_2023_Cost_USD,Elec_NonHVAC_Aug_2023_Cost_USD,Elec_NonHVAC_Sep_2023_Cost_USD,Elec_NonHVAC_Oct_2023_Cost_USD,Elec_NonHVAC_Nov_2023_Cost_USD,Elec_NonHVAC_Dec_2023_Cost_USD
1008810001,"351 Park Ave South, New York, NY 10010",217377.0,269231.0,3163583.0,SC-3 (General Firm Service),SC-2 (Annual Power Service),384713.0,394542.1,413182.1,288165.0,269649.0,251170.0,240699.0,252583.0,263226.0,285512.0,390220.0,394150.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249563.7927,99932.60025,124806.9358,155239.6339,117640.7484,301149.6758,912812.4203,1000294.58,1022549.176,574346.4484,294908.6339,447425.6877,513566.6073,534560.0998,591159.7642,577841.5661,597102.9516,499765.7242,360447.8797,337767.3197,312736.2242,597102.9516,577841.5661,504144.6123,8468.69,8684.93,9095.01,6344.63,5937.28,5530.74,5300.38,5561.83,5795.97,6286.26,8589.84,8676.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12808.17,3576.71,4745.84,6287.74,8539.12,26410.69,80748.74,81086.64,49204.53,31017.93,13143.53,23813.67,26357.39,19132.59,22479.09,23404.56,43341.57,43829.22,31885.76,27380.35,15048.7,32246.91,25753.34,26832.46
1008820076,"116 E 27th St, New York, NY 10016",70217.0,70217.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),235153.6,217937.7,218794.6,121064.3,92280.2,84172.1,91486.7,87176.8,82200.6,99957.1,183876.1,223700.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64083.71754,50103.95895,36121.45883,28722.22256,24283.33366,52434.37565,60101.25083,60101.25083,52434.37565,24283.33366,28722.22256,53459.75906,118041.2849,121902.9877,135885.4879,133166.6684,137605.5574,119572.5711,122023.7516,122023.7516,119572.5711,137605.5574,133166.6684,118547.1877,5951.89,5516.32,5538.0,3065.43,2337.19,2132.05,2317.11,2208.07,2082.18,2531.41,4654.57,5662.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3869.54,2576.47,1659.78,1376.44,2110.62,5334.7,6254.85,5869.77,2915.21,1549.34,1468.75,2902.59,7127.63,6268.54,6243.93,6381.69,11960.17,12165.38,12699.23,11917.41,6647.92,8779.58,6809.67,6436.51
1008830088,"401 Park Ave South, New York, NY 10016",232000.0,248566.0,3163581.0,SC-2 (Small General Service),SC-2 (Annual Power Service),109769.0,84367.0,87554.0,57884.0,47889.0,77003.0,76322.0,79921.0,76243.0,78966.0,76979.0,99316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384586.616,308241.4298,273723.3923,244703.8855,109289.445,417692.6804,714118.8757,699429.3908,604722.3554,390855.545,297476.5855,310189.601,526676.384,544695.7702,606272.4078,599329.2145,619306.855,491038.5196,434164.9243,437973.3092,442549.3446,619306.855,599329.2145,530219.099,2779.66,2136.99,2217.62,1466.97,1214.09,1950.68,1933.45,2024.5,1931.45,2000.34,1950.07,2515.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22636.07,13246.55,12600.76,11963.77,6834.27,31836.13,55515.76,49250.05,35141.5,24697.07,15659.99,18996.75,30999.22,23408.08,27909.54,29301.69,38727.52,37426.47,33752.08,30839.72,25717.33,39132.27,31550.34,32471.87
1008860001,"443 Park Ave South, New York, NY 10016",65703.0,75588.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),203.0,188.1,188.9,104.5,79.7,72.7,79.0,75.2,71.0,86.3,158.7,193.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49724.40239,38877.10513,28027.68045,22286.3999,18842.1381,40685.34258,46634.29173,46634.29173,40685.34258,18842.1381,22286.3999,41480.96705,91591.63331,94588.03977,105437.4645,103327.8541,106772.1159,92779.80232,94681.74397,94681.74397,92779.80232,106772.1159,103327.8541,91984.17785,7.64,7.26,7.28,5.14,4.52,4.34,4.5,4.4,4.3,4.68,6.52,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3007.96,2003.4,1291.24,1070.81,1640.12,4144.13,4858.66,4559.87,2266.78,1204.61,1142.34,2257.09,5540.63,4874.28,4857.54,4964.64,9294.0,9450.38,9864.55,9257.91,5169.23,6826.09,5296.33,5005.09
1008870095,"471 Park Ave South, New York, NY 10016",433877.0,449437.0,3163583.0,SC-3 (General Firm Service),SC-2 (Annual Power Service),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442117.4153,349039.8656,359543.9157,234742.3718,105349.5611,81518.90583,84239.6808,88825.28962,72607.10882,85898.3598,215431.8371,385184.3885,295744.9786,228442.6518,243127.6628,190092.2468,298480.055,589867.8481,662543.2193,809969.0243,551076.5431,238310.255,141409.4468,215974.3786,596456.7214,615775.5482,682217.7373,671414.7532,693795.245,518486.0519,522024.7807,483803.2757,528543.0569,693795.245,671414.7532,600255.3214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15811.07,12482.41,12858.06,8394.89,3767.53,2915.29,3012.59,3176.58,2596.59,3071.91,7704.3,13775.02,15149.25,8132.91,9203.95,7679.36,21603.15,51625.33,58630.39,65669.4,26568.13,12898.02,6308.35,11514.46,30552.93,21922.55,25826.35,27123.88,50214.97,45377.98,46195.5,39225.05,25481.77,37550.14,29952.15,32002.01
1009030047,"220 E 23rd St, New York, NY 10010",115291.0,150355.0,83386.0,SC-2 (Small General Service),SC-1 (General Service),742654.0,671613.0,631209.1,87243.0,8558.0,301.0,15805.0,5453.0,252.0,117283.0,527587.1,921465.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63400.76278,38469.30847,52850.22134,28699.575,31486.54414,84565.18125,206534.6696,177725.1296,128476.9013,33058.84414,29732.575,60160.04278,144866.6372,149956.9915,165535.2786,162630.925,168051.9558,140706.6187,114505.9304,121975.0704,129322.0987,168051.9558,162630.925,145020.9572,18791.65,16994.31,15972.09,2209.75,219.02,10.12,402.37,140.46,8.88,2969.76,13350.45,23315.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4413.49,2149.76,3284.97,1856.63,2125.85,6925.04,17112.13,13622.52,8657.42,2391.05,1822.98,3916.33,10084.53,8379.99,10289.06,10520.89,11346.21,11522.46,9487.22,9349.31,8714.38,12154.72,9971.3,9440.64
1009400012,"321 E 34th St, New York, NY 10016",105572.0,105572.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104020.9621,82146.008,60545.366,36303.6,41765.25336,87101.46,105097.842,105097.842,87101.46,41765.25333,48622.6,87330.16208,182115.0379,188093.992,209694.634,205720.4,212577.7467,183138.54,185330.158,185330.158,183138.54,212577.7467,205720.4,182909.8379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6266.62,4212.85,2772.88,1734.56,3623.3,8848.85,10922.17,10248.79,4829.72,2657.95,2478.98,4728.65,10971.31,9646.37,9603.69,9829.17,18441.98,18605.5,19260.22,18072.79,10154.91,13528.5,10488.48,9904.0
1009930001,"561 7 Ave, New York, NY 10018",60050.0,71741.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70687.83372,55821.822,41143.2315,24669.9,28382.03,59189.265,71419.0905,71419.0905,59189.265,28382.03,33041.9,59344.68372,123755.1663,127818.178,142496.7685,139796.1,144455.97,124450.735,125939.9095,125939.9095,124450.735,144455.97,139796.1,124295.3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4266.6,2869.15,1889.44,1182.08,2466.06,6020.42,7430.53,6972.94,3289.24,1810.04,1688.77,3220.58,7469.66,6569.66,6543.96,6698.43,12551.5,12658.47,13102.94,12296.02,6915.92,9212.57,7144.96,6745.4
1009930022,"115 W 40th St, New York, NY 10018",304345.0,304345.0,3163581.0,SC-3 (General Firm Service),SC-2 (Annual Power Service),46508.0,38455.0,46602.0,27518.0,28714.0,24723.0,22672.0,24924.0,22164.0,26694.0,46221.0,33874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246198.5567,167000.0738,211516.9826,124836.96,215034.6453,380475.036,660630.9312,553643.5662,549741.276,236489.2453,191128.16,237640.5317,631547.2433,652296.4262,720917.5174,707409.44,730989.7547,608767.764,559715.0688,587452.5338,564883.924,730989.7547,707409.44,631954.7683,1028.18,851.01,1030.24,610.4,636.71,548.91,503.78,553.33,492.61,592.27,1021.86,750.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14491.52,7177.28,9736.14,6103.53,13442.0,28997.05,51355.14,38984.49,31944.22,14943.84,10061.49,14553.01,37173.56,28034.22,33183.88,34586.65,45694.8,46395.86,43510.3,41365.12,32824.13,46191.51,37239.88,38700.64
1009930029,"5 Bryant Park, New York, NY 10018",614006.0,682914.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),167787.0,133421.0,145005.0,107656.0,66157.0,67174.0,69560.0,69799.0,36263.0,69531.0,67013.0,69143.0,2620712.695,2280371.661,1712055.118,928812.1652,811244.6869,592739.4673,307643.5577,299495.1936,236049.6957,406897.497,1167577.576,2080649.287,651045.1882,386105.8393,353159.1577,311093.686,350768.155,789854.3361,1186493.744,1270883.864,735284.9061,322004.155,323878.786,499460.4682,1380926.912,1430808.061,1587647.742,1552707.915,1604464.845,1347930.864,1296855.356,1274976.436,1362078.494,1604464.845,1552707.915,1388145.232,3472.97,2768.46,3005.94,2240.28,1389.55,1410.4,1459.31,1464.21,776.72,1458.72,1407.1,1450.76,93722.3,81550.98,61226.76,33216.31,29011.85,21197.63,11001.99,10710.59,8441.64,14551.53,41755.08,74408.48,39950.67,18493.05,18863.23,17281.29,26932.44,73135.36,110163.09,110172.84,41876.44,20158.32,17032.19,28192.44,84739.05,68530.43,84800.78,86253.12,123192.91,124809.61,120409.9,110527.62,77574.01,100443.81,81654.05,78354.94
1009930055,"1441 Broadway, New York, NY 10018",450730.0,494868.0,3163583.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),239137.0,193149.0,220881.0,216186.0,221223.0,225408.0,235213.0,235420.0,228469.0,234343.0,239658.0,267982.0,1055555.281,910565.7836,543202.7597,23181.03543,0.0,75150.20344,145603.306,187087.0562,218688.4804,239568.9497,231797.6884,213014.1565,442820.6345,339524.2158,245549.3985,238672.9454,287593.57,675748.0962,1119590.6,1055302.789,762130.9512,327150.27,255153.5454,455426.1995,1145078.066,1180775.485,1313494.402,1282439.255,1325187.23,1107245.304,1034923.001,1051590.211,1084849.749,1325187.23,1282439.255,1144477.801,4935.64,3992.89,4561.39,4465.15,4568.4,4654.2,4855.2,4859.44,4716.95,4837.36,4946.32,5526.96,37748.92,32563.78,19426.1,829.0,0.0,2687.53,5207.09,6690.63,7820.77,8567.5,8289.58,7617.84,22570.44,12000.91,9237.97,9579.71,20755.6,59022.09,98848.37,85391.89,36591.44,17624.5,11308.35,24139.03,58364.29,41735.98,49415.8,51473.76,95638.66,96710.5,91373.09,85091.48,52085.81,71391.54,56837.45,60660.95
1009940001,"1459 Broadway, New York, NY 10019",1059378.0,1079378.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1933094.085,1871253.305,1392560.503,664214.7593,414561.6256,325236.1925,327526.4923,321800.503,311493.8182,435175.1871,848591.6149,1493337.915,1063526.214,839869.674,619023.0479,371170.8,427019.76,890535.33,1074538.926,1074538.926,890535.3299,427019.76,497129.8,892872.8641,1861957.786,1923087.326,2143933.952,2103301.2,2173411.24,1872421.67,1894827.074,1894827.074,1872421.67,2173411.24,2103301.2,1870084.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69131.59,66920.03,49800.95,23753.74,14825.61,11631.14,11713.05,11508.28,11139.69,15562.8,30347.46,53404.97,65179.31,40149.96,33013.04,20592.92,32757.93,82408.54,99730.18,93119.26,50664.95,26701.62,26105.87,50320.65,114112.03,91933.17,114337.87,116693.2,166728.7,173270.54,175862.81,164205.21,106527.11,135903.76,110451.05,105394.44
1009950033,"1111 Ave Of The Americas, New York, NY 10036",1106337.5,2212675.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),43826889.8,40618262.9,40777970.6,22563435.9,17198781.6,15687619.5,17050888.2,16247622.1,15320192.5,18629557.0,34270028.9,41692280.9,9667.73037,31071.83438,494802.5962,741732.5644,201241.7005,6000.732065,21948.86757,25829.39653,215182.6479,183460.3262,82580.63517,523277.1687,1308878.536,870542.4193,1243612.897,2942671.663,3934963.335,5582377.93,7306952.672,7420358.747,6642419.935,5865786.535,2987847.963,3040276.561,3637752.364,3756281.58,4145416.603,4069002.837,4204636.265,2621719.67,2310241.128,2280839.553,2346893.965,4204636.265,4069002.837,3555304.839,898484.57,832707.72,835981.73,462583.77,352608.36,321629.53,349576.54,333109.59,314097.28,381939.25,702568.93,854725.09,345.74,1111.2,17695.2,26525.95,7196.83,214.6,784.94,923.71,7695.39,6560.93,2953.26,18713.51,80121.3,41554.76,66205.7,162860.42,301307.4,515883.43,677256.46,642111.59,377035.52,365886.67,156534.68,171010.38,222680.29,179303.6,220687.82,225196.54,321956.75,242280.57,214128.35,197369.64,133213.86,262270.09,213176.87,199979.84
1009960001,"1500 Broadway, New York, NY 10036",401298.0,508344.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),137011.0,129116.0,142781.0,139083.0,162683.0,243885.0,251557.0,257114.0,241989.0,259601.0,260803.0,297197.0,2427309.765,2008907.058,1551622.485,754891.3521,610782.8832,979610.5055,917317.3826,544766.792,515536.0653,742727.0873,1327692.781,2073435.243,1382489.47,1097568.317,1207076.252,986880.007,1096814.03,1786971.654,2124938.651,2081017.481,1670102.694,1055647.23,995503.707,531328.4953,1436184.23,1489394.583,1649357.749,1651778.294,1706837.57,1188489.346,1155927.549,1167314.52,1218788.706,1706837.57,1651778.294,1476715.705,2842.06,2680.21,2960.34,2884.53,3368.33,5032.98,5190.25,5304.17,4994.11,5355.15,5379.79,6125.87,86805.8,71842.82,55489.35,26996.53,21842.91,35032.97,32805.24,19482.03,18436.68,26561.51,47481.14,74150.49,84736.59,52482.34,64366.79,54740.1,84123.31,165339.02,197183.32,180307.98,95002.87,65996.96,52273.65,29982.43,88027.68,71218.26,87951.24,91620.58,130910.83,109964.63,107264.1,101140.97,69330.13,106708.08,86734.46,83329.87
1009960029,"1133 Ave Of The Americas, New York, NY 10036",838075.0,977035.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),3188700.3,1803600.1,1841099.9,1896399.9,2022799.9,1020999.9,10900.0,0.0,0.0,694120.1,2732967.9,3189844.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289311.203,798916.776,546779.457,620359.2,772496.44,1240779.87,1383679.854,1556419.914,1056350.97,581865.04,604120.2,965080.6528,2535372.697,2627261.224,2924836.143,2855683.8,2950873.26,2534000.13,2592141.446,2547356.986,2581815.03,2950873.26,2855683.8,2550812.247,65401.69,37007.14,37775.88,38909.53,41500.73,20963.83,256.78,0.0,0.0,14262.8,56059.18,65425.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78963.11,38165.08,29138.63,34380.41,59212.16,114756.68,128358.6,134800.84,60050.62,36352.29,31695.11,54351.08,155277.43,125507.0,155868.54,158262.46,226185.59,234363.43,240462.88,220625.45,146769.0,184357.16,149823.19,143655.75
1009970029,"1155 Ave Of The Americas, New York, NY 10036",681611.0,686838.0,84546.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),32900.0,34400.0,40700.0,39900.0,39800.0,37000.0,40500.0,37500.0,34000.0,39300.0,37866.0,35597.0,1671340.037,1639472.375,1039674.56,337948.1125,78162.78017,5715.187585,7348.085,133.6575081,9394.359997,115472.7186,721992.6756,1418721.75,627530.6419,383588.7624,314065.2059,425379.891,573195.7203,953449.6378,1147229.622,1391768.082,954642.9031,505882.9203,394260.6903,724226.8212,1461678.059,1512661.037,1679999.594,1640279.109,1694955.08,1393088.463,1397525.178,1334126.318,1392779.097,1694955.08,1640279.109,1457073.479,707.78,738.53,867.68,851.28,849.23,791.83,863.58,802.08,730.33,838.98,809.59,763.07,59770.7,58631.05,37180.99,12085.75,2795.27,204.39,262.78,4.78,335.96,4129.55,25820.01,50736.53,38503.34,18368.21,16772.8,23618.26,43988.92,88262.5,106511.5,120632.82,54344.14,31651.98,20725.2,40852.57,89684.05,72434.01,89721.2,91072.79,130076.4,128960.63,129749.53,115636.67,79285.55,106049.62,86224.96,82191.38
1009970041,"120 W 45th St, New York, NY 10036",414076.0,426056.0,3163583.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),132349.0,118456.0,132297.0,114478.0,143362.0,142098.0,124455.0,132608.0,121471.0,143092.0,183956.0,222750.0,570737.985,532688.786,456590.388,304393.592,190245.995,76098.398,38049.199,38049.199,76098.398,228295.194,456590.388,837082.378,719264.9588,376503.4308,275292.0293,294925.7882,456614.7847,818076.629,901517.4244,914030.4394,808068.8089,410327.7842,280877.188,520080.1687,1273167.941,1323996.569,1472593.871,1437777.112,1485703.015,1225683.171,1251976.276,1248732.161,1228277.791,1485703.015,1437777.112,1282652.931,2746.49,2461.68,2745.42,2380.13,2972.25,2946.34,2584.66,2751.8,2523.49,2966.72,3804.43,4599.71,20410.81,19050.09,16328.65,10885.77,6803.6,2721.44,1360.72,1360.72,2721.44,8164.33,16328.65,29935.86,36613.09,13295.27,10346.74,11825.29,32928.17,71423.22,79594.85,73954.57,38775.93,22088.44,12438.77,27546.95,64808.68,46753.59,55346.82,57648.83,107139.51,107009.82,110536.81,101035.42,58940.05,79977.19,63672.61,67937.95
1009980012,"145 W 45th St, New York, NY 10036",65372.0,81698.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),51.4,47.7,47.8,26.5,20.2,18.4,20.0,19.1,18.0,21.9,40.2,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100067.5061,78237.94277,56404.09828,44850.10078,37918.72158,81876.91691,93848.83584,93848.83584,81876.91685,37918.72154,44850.10074,83478.06545,184322.9054,190353.0014,212186.8459,207941.3762,214872.7554,186714.0273,190541.5757,190541.5757,186714.0273,214872.7554,207941.3762,185112.8787,3.8,3.71,3.71,3.17,3.01,2.97,3.01,2.98,2.96,3.05,3.52,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6028.6,4012.54,2583.31,2142.35,3289.67,8318.21,9753.63,9152.32,4540.15,2413.22,2286.72,4520.21,11104.6,9762.51,9718.18,9932.72,18641.45,18969.04,19802.82,18581.99,10353.46,13674.93,10602.05,10023.58
1009980024,"115 W 45th St, New York, NY 10036",43281.0,53281.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),155753.7,144350.8,144918.4,80186.8,61121.7,55751.3,60596.1,57741.4,54445.5,66206.5,121790.2,148167.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73489.62996,57457.98685,41423.19986,32937.9379,27847.52933,60130.45138,68922.63517,68922.63517,60130.45138,27847.52933,32937.9379,61306.3358,135366.8401,139795.3458,155830.1329,152712.2576,157802.6662,137122.8813,139933.8349,139933.8349,137122.8813,157802.6662,152712.2576,135946.9969,3943.07,3654.58,3668.94,2031.23,1548.88,1413.01,1535.58,1463.36,1379.97,1677.52,3083.79,3751.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4433.9,2951.85,1901.18,1576.65,2418.81,6114.57,7169.41,6727.81,3339.96,1775.15,1682.56,3325.43,8167.18,7181.84,7152.08,7309.9,13706.62,13943.8,14556.06,13659.48,7616.52,10059.19,7800.97,7374.14
1009990003,"1560 Broadway, New York, NY 10036",191882.0,236119.0,3163581.0,SC-2 (Small General Service),SC-2 (Annual Power Service),271.0,240.0,365.0,182.0,39.0,0.0,8.0,0.0,0.0,255.0,276.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149694.9363,106180.7182,93762.03375,111731.4145,182725.175,378535.8346,622363.7363,602130.6113,483420.1696,217062.875,112185.1145,186932.2413,416045.5637,429286.4818,476414.5663,465367.1855,480879.425,367228.2654,319525.8638,324771.4888,340036.0304,480879.425,465367.1855,414272.3587,9.36,8.57,11.73,7.1,3.49,0.0,2.7,0.0,0.0,8.95,9.48,9.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8817.74,4567.88,4320.45,5466.93,11428.25,28858.01,48391.28,42407.48,28101.2,13722.54,5910.43,11454.38,24507.07,18467.83,21952.67,22770.04,30075.82,27995.96,24844.42,22873.35,19766.28,30400.82,24517.67,25384.76
1009990009,"151 W 46th St, New York, NY 10036",56160.0,61160.0,122591.0,SC-2 (Small General Service),SC-1 (General Service),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60262.42978,47588.653,35074.99975,21031.35,24195.76164,50459.4225,60886.02821,60886.02821,50459.4225,24195.76167,28168.35,50591.92978,105502.5702,108966.347,121480.0002,119177.65,123150.2383,106095.5775,107364.9718,107364.9718,106095.5775,123150.2383,119177.65,105963.0702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3641.07,2448.9,1613.14,1009.28,2104.07,5135.8,6338.51,5948.4,2807.44,1544.82,1441.59,2748.92,6374.48,5607.38,5586.99,5719.27,10709.2,10798.48,11177.18,10489.28,5902.9,7862.72,6099.25,5757.51
1009990019,"114 W 47th St, New York, NY 10036",549945.75,577534.0,3163583.0,SC-4 (Large Volume Firm Service),SC-2 (Annual Power Service),12000.0,12000.0,13900.0,13400.0,13800.0,13300.0,13800.0,10100.0,3300.0,0.0,13807.0,8347.0,2297726.297,2608089.618,1417974.831,521887.9402,130429.0028,96013.28719,0.0,0.0,4369.104469,273558.608,1307682.728,1775929.884,508745.1697,388882.2417,506449.9282,420139.157,478409.665,784540.4269,990981.6278,940331.7878,727483.2169,376771.165,377319.557,400873.5247,1109006.83,1144623.959,1263647.872,1246223.744,1287764.535,1042824.374,1030843.372,1043974.812,1057616.984,1287764.535,1246223.744,1114143.575,279.33,279.33,318.28,308.03,316.23,305.98,316.23,240.38,100.98,0.0,316.38,204.45,82171.62,93270.88,50709.82,18663.83,4664.42,3433.64,0.0,0.0,156.25,9783.04,46765.54,63511.06,25927.53,13744.46,19032.76,16850.82,34513.01,68518.84,87509.65,76103.53,34935.0,20296.82,16716.21,21254.84,56519.08,40455.02,47488.83,49983.17,92900.79,91076.4,91029.69,84491.63,50788.6,69372.42,55210.88,59073.35
